id	H vs not-H
Ab_13568	0
Ab_13569	0
Ab_13594	0
Ab_13597	0
Ab_13612	0
AMR_1091	0
AMR_2144	0
AMR_2360	0
AMR_2422	0
AMR_2434	0
AMR_2776	0
AMR_2778	0
AMR_3025	0
AMR_3160	0
AMR_35	0
AMR_3997	0
AMR_4057	0
AMR_4091	0
AMR_4350	0
AMR_5453	0
AMR_5480	0
AMR_6002	0
AMR_6299	0
AMR_662	0
AMR_6762	0
AMR_6885	0
AMR_7044	0
AMR_715	0
AMR_7206	0
AMR_7333	0
AMR_7712	0
AMR_7719	0
AMR_8488	0
AMR_8490	0
AMR_9049	0
AMR_9656	0
AMR_9952	0
Cry_30	0
Cry_32	0
Cry_34	0
Cry_39	0
Cry_40	0
Cry_46	0
CI_6393	0
CI_6397	0
CI_6399	0
CI_6400	0
CI_6402	0
CI_6448	0
CI_6450	0
CI_6451	0
CI_6477	0
10_007008_9	0
AMR_1127	0
AMR_4343	0
AMR_1396	0
Cry_149	0
AMR_5614	0
CE_R_10_0163	0
AMR_769	0
CI_1106	0
AMR_7761	0
Ab_12997	0
CI_2148	0
Ab_13629	0
AMR_10081	0
CI_0176	0
CI_4401	0
CI_4402	0
CI_4403	0
CI_4453	0
Ab_13637	0
AMR_10001	0
AMR_10115	0
AMR_10167	0
AMR_10294	0
AMR_1132	0
AMR_1291	0
AMR_3282	0
AMR_3470	0
AMR_5989	0
AMR_6000	0
AMR_6610	0
AMR_8700	0
AMR_895	0
AMR_9903	0
AMR_10160	0
30_7_1	0
AMR_4474	0
AMR_9876	0
Ab_13613	0
AMR_6542	0
AMR_5531	0
AMR_5959	0
Ab_13567	0
10_016489_3	0
AMR_6198	0
Ab_13297	0
AMR_5310	0
AMR_5435	0
AMR_9914	0
AMR_10107	0
AMR_231	0
Ab_13660	0
Ab_13662	0
Ab_13636	0
Ab_13909	0
CE2_R2_12_3038	0
CE_R_12_0184	0
CE2_R_12_2049	0
CE_M_11_2016	0
CE_M_08_3001	0
CE2_R_12_2065	0
CE2_R2_12_2044	0
CE_M_08_3032	0
CE_M_08_3038	0
CE2_R_12_3101	0
CE_R2_12_0131	0
CE_M_11_2037	0
CE_M_11_2039	0
CE_M_11_2059	0
CE_M_11_2062	0
CE_M_11_4037	0
CE_R_12_0033	0
CE_R_12_0220	0
CE_R_12_0243	0
CE_R_08_0335	0
CE_R_08_0354	0
CE_R_06_0331	0
CE_R_08_0056	0
CE_R_08_0155	0
CE_R_08_0214	0
CE_R_12_0224	0
CE2_R2_12_1020	0
CE_R2_12_0023	0
CE_M_08_2070	0
CE2_R_12_2061	0
CE2_R_12_2055	0
CE_R_08_0332	0
CE_R_06_0345	0
CE_R_08_0168	0
CE2_R_12_1009	0
CE2_R2_12_1002	0
CE2_R2_12_3042	0
CE_R2_12_0137	0
CE2_R_12_2057	0
CE2_R2_12_1042	0
CE_M_08_2096	0
CE_M_08_3037	0
CE_M_08_2032	0
CE_M_11_3017	0
CE_M_11_3018	0
CE_M_11_3019	0
CE_R_12_0035	0
CE_R2_12_0189	0
CE_R_08_0323	0
CE_R_08_0327	0
CE_R_06_0527	0
CE2_R_12_1055	0
CE_M_11_4047	0
CE_R_12_0007	0
CE2_R_12_3105	0
CE_M_11_2018	0
CE2_R2_12_2008	0
CE2_R2_12_1034	0
CE_R_12_0185	0
CE_R_12_0193	0
CE_R_12_0205	0
CE2_R2_12_1040	0
CE2_R2_12_2038	0
CE_R_12_0231	0
CE_R_12_0239	0
CE2_R_12_1065	0
CE2_R2_12_2046	0
CE_R_08_0035	0
CE_R_08_0264	0
CE_R_08_0267	0
CE_R_08_0293	0
CE_M_11_2048	0
CE_M_11_2053	0
CE_M_11_2055	0
CE_M_11_2058	0
CE_M_11_2069	0
CE_M_11_2070	0
CE_M_11_2071	0
CE_M_11_3007	0
CE_M_11_3069	0
CE_M_08_2044	0
CE_M_08_2045	0
CE_M_11_2049	0
CE_M_11_3005	0
CE_M_08_3084	0
CE_M_08_3085	0
CE2_R_12_2033	0
CE_M_11_2035	0
CE_M_08_2016	0
CE_M_11_3061	0
CE_M_07_3061	0
CE_M_08_2037	0
CE_M_08_2088	0
CE_M_11_2032	0
CE_M_11_2073	0
CE_M_11_2022	0
CE_M_11_3027	0
CE_M_11_3053	0
CE_M_11_3054	0
CE_M_11_3055	0
CE_M_11_3071	0
CE_M_11_3074	0
CE_M_08_3041	0
CE_M_08_3044	0
CE_M_08_3082	0
CE_M_08_3088	0
CE_M_08_2064	0
CE_R_12_0135	0
CE_R_12_0004	0
CE2_R2_12_2028	0
CE2_R2_12_3048	0
CE_R_12_0105	0
CE2_R2_12_1038	0
CE2_R_12_1063	0
CE2_R_12_1013	0
CE2_R_12_3039	0
CE2_R_12_2027	0
CE2_R2_12_2024	0
CE2_R_12_3089	0
CE_R_12_0210	0
CE2_R_12_1061	0
CE_R_06_0600	0
CE_R_06_0635	0
CE_R_08_0206	0
CE_R_12_0025	0
CE_M_06_0609	0
CE2_R2_12_3006	0
CE2_R2_12_1006	0
CE_R_12_0057	0
CE2_R2_12_2014	0
CE_R_12_0203	0
CE2_R2_12_2036	0
CE2_R_12_2053	0
CE2_R_12_3115	0
CE_R_06_0313	0
CE_R_08_0136	0
CE_R_08_0219	0
CE_R_12_0005	0
CE_M_11_3062	0
CE_M_08_3056	0
CE_M_08_3057	0
CE_R_12_0039	0
CE_R_12_0118	0
CE_R_06_0576	0
CE_R_08_0235	0
CE_R_06_0572	0
CE2_R2_12_1012	0
CE_M_08_1071	0
CE_M_11_2014	0
CE_M_11_2015	0
CE_M_11_2017	0
CE_M_11_2020	0
CE_R_12_0199	0
CE_R_06_0465	0
CE_R_08_0080	0
CE_M_08_2060	0
CE_M_11_2067	0
CE_M_08_2042	0
CE_R_08_0329	0
CE_R_12_0063	0
CE_R_12_0216	0
CE_R_08_0209	0
CE_M_11_3004	0
CE_M_08_3052	0
CE_M_06_0571	0
CE_M_08_2046	0
CE_M_08_2049	0
CE_M_08_2068	0
CE_M_08_2069	0
CE_M_08_2081	0
CE_M_08_2082	0
CE_M_08_2101	0
CE_M_08_2109	0
CE_M_08_2110	0
CE_M_08_3004	0
CE_M_11_2031	0
CE_M_11_2074	0
CE_M_11_3008	0
CE_M_11_3013	0
CE_M_11_3014	0
CE_M_11_3015	0
CE_M_11_3022	0
CE_M_11_3039	0
CE_M_11_3057	0
CE_M_11_3073	0
CE_M_08_3058	0
CE_M_08_3105	0
CE_M_08_3107	0
CE_M_08_3018	0
CE_M_08_3053	0
CE_M_08_3054	0
CE_M_08_3055	0
CE_M_08_3059	0
CE_M_08_3076	0
CE_M_08_3104	0
CE_M_08_3106	0
CE_M_08_3110	0
CE2_R2_12_2010	0
CE_M_08_3083	0
CE_M_11_2013	0
CE_M_06_0570	0
CE_R_06_0431	0
CE_M_11_3040	0
08_2969	0
08_2970	0
08_2971	0
CE_M_06_0634	0
CE_M_07_2054	0
CE_M_07_2091	0
CE_M_08_2077	0
CE_M_08_2104	0
CE_M_08_2047	0
CE_M_08_2066	0
CE_M_08_2079	0
CE_M_08_2080	0
CE_M_08_2085	0
CE_M_08_2092	0
CE_M_08_2093	0
CE_M_08_2094	0
CE_M_08_2106	0
CE_M_08_3002	0
CE_M_08_3005	0
CE_M_08_3013	0
CE_M_11_2000	0
CE_M_11_2026	0
CE_M_11_3025	0
CE_M_11_3026	0
CE_M_11_3037	0
CE_M_11_3063	0
CE_M_08_3022	0
CE_M_08_3092	0
CE_M_08_3094	0
CE_M_08_3095	0
CE_R2_12_0133	0
CE_R_06_0551	0
CE_R_08_0032	0
CE_M_06_0573	0
CE_M_08_2086	0
CE_M_06_0600	0
CE_M_08_2056	0
CE_M_11_2019	0
CE_M_11_2029	0
CE_M_08_3073	0
CE_R_12_0229	0
CE_M_11_3033	0
CE2_R_12_3079	0
CE2_R_12_3095	0
CE_R_08_0023	0
CE_M_11_2009	0
CE_R_12_0222	0
CE_M_11_2025	0
CE_M_11_2061	0
CE_M_11_2063	0
CE_M_06_0506	0
CE_M_08_2022	0
CE_M_08_2023	0
CE_M_08_2024	0
CE_M_08_2026	0
CE_M_08_2027	0
CE_M_08_2040	0
CE_M_08_2041	0
CE_M_08_2043	0
CE_M_11_3038	0
CE_M_08_3040	0
CE_M_08_3042	0
CE_M_08_3043	0
CE_M_08_3045	0
CE_M_08_3047	0
CE_R_08_0095	0
CE_R_08_0159	0
CE_M_08_2003	0
CE2_R2_12_3012	0
CE_M_07_2107	0
CE_M_07_3050	0
CE_M_11_2042	0
CE_M_11_3070	0
CE_M_06_0040	0
CE_M_11_2030	0
CE_M_11_2064	0
CE_M_11_3001	0
CE_M_11_3075	0
CE_M_11_4036	0
CE_M_11_4038	0
CE_M_11_4039	0
CE_M_11_3049	0
CE_M_06_0613	0
CE_M_06_0659	0
CE_M_08_2010	0
CE_M_08_2011	0
CE_M_08_2097	0
CE_M_08_2099	0
CE_M_11_3002	0
CE_M_08_2009	0
CE_M_08_3015	0
CE_M_08_3068	0
CE_R_06_0407	0
CE_R_08_0002	0
CE2_R2_12_2004	0
CE2_R_12_2005	0
CE_R_06_0625	0
CE_R_08_0044	0
CE_R_08_0184	0
CE_M_06_0024	0
CE_M_08_2017	0
CE_R2_12_0143	0
CE_R_12_0177	0
CE_M_11_1068	0
CE_M_06_0500	0
CE_M_06_0527	0
CE_M_06_0544	0
CE_M_06_0559	0
CE_M_06_0561	0
CE_M_08_1069	0
CE_M_11_1011	0
CE_M_11_2008	0
CE_M_11_2034	0
CE_M_11_2046	0
CE_M_11_2068	0
CE_M_11_3030	0
CE_M_11_3036	0
CE_M_06_0605	0
CE_M_07_2055	0
CE_M_07_2057	0
CE_M_07_1088	0
CE_M_08_1029	0
CE_M_06_0034	0
CE_M_06_0602	0
CE_M_06_0015	0
CE_M_06_0023	0
CE_M_06_0030	0
CE_M_06_0103	0
CE_M_06_0107	0
CE_M_06_0502	0
CE_M_06_0511	0
CE_M_06_0526	0
CE_M_06_0545	0
CE_M_06_0549	0
CE_M_06_0557	0
CE_M_06_0577	0
CE_M_07_1079	0
CE_M_07_1080	0
CE_M_07_2029	0
CE_M_07_2053	0
CE_M_07_2059	0
CE_M_08_1104	0
CE_M_08_1109	0
CE_M_08_1115	0
CE_M_08_2083	0
CE_M_08_2095	0
CE_M_08_2108	0
CE_M_11_1092	0
CE_M_11_2024	0
CE_M_11_2044	0
CE_M_11_2050	0
CE_M_11_3021	0
CE_M_08_3027	0
CE_M_08_3026	0
CE_M_08_2058	0
CE_R_06_0537	0
CE_R_08_0216	0
CE_R_06_0508	0
CE_R_06_0559	0
CE_R_12_0191	0
CE_R_12_0260	0
CE2_R_12_1037	0
CE2_R_12_2059	0
CE2_R_12_3113	0
CE2_R_12_2063	0
CE_M_11_2043	0
CE2_R_12_3123	0
CE2_R2_12_2012	0
CE2_R_12_2021	0
CE2_R_12_2039	0
CE2_R_12_1067	0
CE_R_08_0337	0
CE_R_06_0633	0
CE_R_08_0171	0
CE_R2_12_0045	0
CE_R2_12_0187	0
CE_R_06_0474	0
CE_R_06_0479	0
CE_R_06_0517	0
CE_R_06_0618	0
CE_R_08_0118	0
CE_R_06_0304	0
CE_R_06_0456	0
CE2_R_12_2007	0
CE2_R_12_2009	0
CE_M_11_1087	0
CE2_R_12_3001	0
CE2_R_12_2030	0
CE2_R2_12_1004	0
CE2_R_12_3031	0
CE_M_06_0614	0
CE_M_07_2075	0
CE_M_08_2001	0
CE_M_08_2002	0
CE_M_08_2084	0
CE_M_08_2065	0
CE_M_11_2005	0
CE_M_11_2006	0
CE_M_11_3006	0
CE_M_11_3023	0
CE_M_08_3060	0
CE_M_08_3067	0
CE_M_08_3096	0
CE_M_08_3101	0
CE2_R_12_3085	0
CE_M_08_4029	0
CE_M_08_4030	0
CE_M_08_4031	0
CE_M_08_4060	0
CE_M_08_4062	0
CE_M_08_4063	0
CE_R2_12_0109	0
CE_R2_12_0217	0
CE_M_08_2107	0
CE_M_08_2105	0
CE_M_08_3078	0
CE_M_08_3080	0
CE_M_08_3086	0
CE_M_08_3087	0
CE_M_11_3065	0
CE_R_06_0553	0
CE2_R_12_3077	0
CE2_R_12_2001	0
CE2_R2_12_3014	0
CE2_R_12_3023	0
CE2_R_12_2011	0
CE2_R_12_1027	0
CE2_R2_12_1016	0
CE2_R_12_1025	0
CE_R_12_0110	0
CE2_R2_12_2022	0
CE2_R2_12_3044	0
CE2_R_12_2043	0
CE_R_12_0152	0
CE2_R_12_2047	0
CE2_R2_12_1036	0
CE2_R_12_1057	0
CE_R_12_0241	0
CE2_R_12_3065	0
CE_M_08_3012	0
CE_M_11_3011	0
CE_R2_12_0167	0
CE_R_12_0218	0
CE_R_12_0251	0
CE_R2_12_0219	0
CE_R2_12_0221	0
CE_R_06_0424	0
CE2_R2_12_3080	0
CE2_R_12_3129	0
CE2_R_12_3117	0
CE_R_12_0069	0
CE_R_08_0232	0
CE_R_12_0124	0
CE_R_08_0130	0
CE_R_12_0201	0
CE_R_06_0561	0
CE_R_08_0348	0
CE2_R2_12_3026	0
CE_R_12_0072	0
CE_R_12_0075	0
CE_R_12_0081	0
CE_R_08_0342	0
CE_R_06_0565	0
CE_R_06_0588	0
CE_M_11_4045	0
CE_R_12_0023	0
CE_R2_12_0063	0
CE_R_08_0115	0
CE_R_06_0328	0
CE_R_12_0141	0
CE_R_12_0235	0
CE_R2_12_0041	0
CE_R_12_0071	0
CE_R_12_0173	0
CE_R_12_0227	0
CE_R_12_0050	0
CE_R_12_0208	0
CE_R_12_0197	0
CE_R_06_0395	0
CE_R_06_0554	0
CE_R_06_0556	0
CE2_R_12_2067	0
CE_M_11_2040	0
CE_M_11_3041	0
CE_M_11_3042	0
CE_M_11_3043	0
CE_M_08_3046	0
CE_M_07_2060	0
CE_M_07_2061	0
CE_M_08_2004	0
CE_M_08_2018	0
CE_M_08_2062	0
CE_M_08_2089	0
CE_M_11_2004	0
CE_M_11_2007	0
CE_M_11_2021	0
CE_M_11_2036	0
CE_M_11_2038	0
CE_M_11_2045	0
CE_M_11_2066	0
CE_M_11_3003	0
CE_M_11_3067	0
CE_R_12_0160	0
CE_R_06_0598	0
CE_R_08_0109	0
CE2_R_12_3037	0
CE_R2_12_0153	0
CE_M_08_4080	0
CE_M_08_4081	0
CE_M_08_4082	0
CE_M_08_4083	0
CE_R_12_0043	0
CE_R2_12_0053	0
CE_R_12_0089	0
CE_R_12_0143	0
CE_R_12_0156	0
CE_R_12_0162	0
CE_R_12_0167	0
CE_R_12_0180	0
CE_R2_12_0157	0
CE_R_12_0187	0
CE2_R2_12_2032	0
CE_M_08_2005	0
CE_M_08_2102	0
CE_M_08_3021	0
CE_M_08_3000	0
CE_M_11_2023	0
CE_M_08_2057	0
CE_M_08_3069	0
CE_M_08_3070	0
CE_M_08_3071	0
08_2967	0
08_2968	0
CE_M_08_2019	0
CE_M_08_3006	0
CE_M_11_2065	0
CE2_R2_12_1000	0
CE_M_07_2041	0
CE_M_07_3075	0
CE_M_08_2014	0
CE_M_08_2015	0
CE2_R_12_2013	0
CE_R2_12_0159	0
CE_R_12_0245	0
CE_M_08_2013	0
CE_M_08_3089	0
CE_M_08_3090	0
CE_M_06_0598	0
CE_M_06_0623	0
CE_M_08_2008	0
CE_M_08_3007	0
CE_M_08_2076	0
CE_M_08_2111	0
CE_M_11_2027	0
CE_M_11_2054	0
CE_M_11_3029	0
CE_M_08_3016	0
CE_M_08_3019	0
CE_M_08_3074	0
CE_M_08_3109	0
CE2_R2_12_3004	0
CE_R2_12_0129	0
CE_R_12_0164	0
CE2_R_12_3109	0
CE2_R2_12_3068	0
CE_R_06_0616	0
CE_R_06_0652	0
CE_R_08_0077	0
CE_R_08_0174	0
CE_M_08_2061	0
CE_M_08_2078	0
CE_R_08_0112	0
CE_M_08_2051	0
CE_M_11_2041	0
CE_M_08_3108	0
CE2_R_12_3083	0
CE_M_08_1040	0
CE_M_11_2047	0
CE2_R_12_1007	0
CE2_R_12_3009	0
CE_R_12_0103	0
CE_R2_12_0099	0
CE_R_06_0380	0
CE_R_08_0307	0
CE_M_08_2034	0
CE_M_08_2038	0
CE_M_08_1033	0
CE2_R_12_1011	0
CE2_R_12_1029	0
CE2_R_12_1033	0
CE2_R2_12_1018	0
CE2_R_12_3069	0
CE2_R_12_3093	0
CE2_R_12_3111	0
CE2_R_12_3119	0
CE2_R_12_3125	0
CE_M_08_2087	0
08_2972	0
CE_M_08_1002	0
CE_M_08_1016	0
CE_M_08_1020	0
CE_M_08_1032	0
CE_M_08_1045	0
CE_M_08_1068	0
CE_M_08_2054	0
CE_R_06_0627	0
CE_M_08_1004	0
CE_M_08_1021	0
CE_M_08_1041	0
CE_M_08_1065	0
CE_M_08_1064	0
CE_M_11_1026	0
CE_M_11_1064	0
CE_M_11_1080	0
CE_M_11_1003	0
CE_M_11_1009	0
CE_M_11_1043	0
CE_M_11_1051	0
CE_M_11_1078	0
CE_M_11_1085	0
CE_M_11_1086	0
CE_M_11_1090	0
CE_M_11_1066	0
CE_M_11_1007	0
CE_M_11_1008	0
CE_M_11_1082	0
CE_M_08_1107	0
CE_M_11_1093	0
CE_M_08_1084	0
CE_M_08_1000	0
CE_M_11_1037	0
CE_M_08_1085	0
CE_M_08_1014	0
CE_M_08_1015	0
CE_M_11_1010	0
CE2_R2_12_3008	0
CE2_R_12_3041	0
CE_R_08_0089	0
CE_R_12_0131	0
CE_M_08_1089	0
CE2_R2_12_3018	0
CE_M_06_0117	0
CE_M_08_1036	0
CE_M_08_1044	0
CE_M_08_1047	0
CE_M_08_1051	0
CE_M_08_1105	0
CE_M_08_1052	0
CE_M_08_1074	0
CE_M_08_1081	0
CE_M_08_1086	0
CE_M_08_2055	0
CE_M_11_1001	0
CE_M_11_1016	0
CE_M_11_1018	0
CE_M_11_1024	0
CE_M_11_1039	0
CE_M_11_1067	0
CE_M_11_1072	0
CE_M_11_1091	0
CE_M_11_1096	0
CE_M_11_1098	0
CE2_R2_12_2034	0
CE_M_08_1063	0
CE_M_08_1088	0
CE_M_11_1057	0
CE_M_08_1024	0
CE_M_08_1030	0
CE_M_08_1025	0
CE_M_08_1100	0
CE_M_11_1012	0
CE_M_11_1013	0
CE_M_11_1023	0
CE_M_11_1025	0
CE_M_11_1031	0
CE_M_11_1032	0
CE_M_11_1040	0
CE_M_11_1042	0
CE_M_11_1049	0
CE_M_11_1061	0
CE_M_11_1062	0
CE_M_11_1069	0
CE_M_11_1070	0
CE_M_11_3066	0
CE_R2_12_0089	0
CE2_R_12_3075	0
CE2_R2_12_3054	0
CE_R_12_0226	0
CE2_R2_12_2040	0
CE2_R2_12_2042	0
CE_R_06_0550	0
CE_R_08_0106	0
CE_R_08_0149	0
CE_R_08_0224	0
CE_R_08_0304	0
CE_R_08_0316	0
CE_M_11_1063	0
CE_M_08_1091	0
CE_M_08_1096	0
CE_M_11_1027	0
CE_M_08_1023	0
CE_M_08_1108	0
CE_M_08_1087	0
CE_M_11_1046	0
CE_M_11_1075	0
CE_M_08_1034	0
CE2_R2_12_1022	0
CE_M_08_2033	0
CE_M_11_1045	0
CE_M_08_1005	0
CE_M_08_1006	0
CE_M_08_1013	0
CE_M_11_1074	0
CE_M_11_1083	0
CE_M_11_1041	0
CE_M_11_1095	0
CE_R_08_0310	0
CE_M_06_0061	0
CE_M_08_1116	0
CE_M_08_1117	0
CE_M_11_1005	0
CE_M_11_1006	0
CE_M_11_1014	0
CE_M_11_1015	0
CE_M_11_1028	0
CE_M_11_1029	0
CE_M_11_1030	0
CE_M_11_1044	0
CE_M_11_1047	0
CE_M_08_1055	0
CE_M_08_1022	0
08_2966	0
08_2973	0
CE_M_11_1055	0
CE_R2_12_0141	0
CE_M_11_2002	0
CE_M_11_1054	0
CE_M_08_1092	0
CE_M_08_1093	0
CE_M_06_0004	0
CE_M_08_1077	0
CE_M_11_1071	0
CE_M_08_1028	0
CE_M_11_1050	0
CE_M_11_1079	0
CE_M_08_1056	0
CE_M_08_1083	0
CE2_R_12_1003	0
CE2_R_12_1005	0
CE_M_07_1112	0
CE_M_07_1100	0
CE_M_08_2091	0
CE_M_11_1099	0
CE_M_08_1043	0
CE_M_08_2053	0
CE_M_11_1056	0
CE_M_11_1073	0
CE_R_06_0276	0
CE_M_08_1075	0
CE2_R_12_3073	0
CE_M_11_1019	0
CE_R2_12_0043	0
CE_M_11_1065	0
CE_R_08_0351	0
CE_M_08_3011	0
CE_M_08_1058	0
CE_M_08_3009	0
CE_M_11_2001	0
CE_M_11_3024	0
CE_M_11_3034	0
CE_M_08_3062	0
CE_M_08_3064	0
CE_M_08_3065	0
CE_M_08_3066	0
CE_R_08_0282	0
CE_M_06_0036	0
08_2965	0
08_2963	0
CE_M_08_3008	0
CE_M_11_3032	0
CE_M_11_3044	0
CE_M_11_3046	0
CE_M_08_3049	0
CE_M_08_3061	0
CE_M_08_3072	0
CE_M_08_3075	0
CE_M_08_3091	0
CE_M_08_3100	0
CE_M_08_3102	0
CE_M_08_3103	0
CE_R_08_0254	0
CE_R_08_0319	0
CE_M_08_3014	0
CE_M_11_2057	0
CE_M_08_1079	0
CE_M_11_3009	0
CE_M_11_3035	0
CE_M_11_3047	0
CE_M_11_3050	0
CE_M_11_2003	0
CE_M_11_3045	0
CE_M_08_3020	0
CE_M_06_0591	0
CE_M_06_0650	0
CE_M_06_0508	0
CE_M_06_0649	0
CE_M_11_1000	0
CE_M_11_1002	0
CE_M_11_2033	0
CE_M_08_1039	0
CE_M_08_1111	0
CE_M_11_1094	0
CE_M_08_1076	0
CE_M_08_1110	0
CE_M_08_1001	0
CE_M_06_0008	0
CE_M_08_1003	0
CE_M_11_1038	0
CE_M_11_1059	0
CE_M_11_1033	0
CE_M_11_1021	0
CE_M_11_1034	0
CE_M_11_1035	0
CE_M_08_1080	0
CE_M_08_1097	0
08_2974	0
08_2975	0
CE_M_07_2035	0
CE_M_07_2040	0
CE_M_08_1048	0
CE_M_06_0081	0
CE_R_12_0206	0
CE_M_08_1007	0
CE_M_11_1022	0
CE_M_11_1058	0
CE_M_11_1004	0
CE_M_08_1095	0
CE_R2_12_0115	0
CE2_R2_12_1044	0
CE2_R2_12_3056	0
06_2871	0
CA99CN070016	0
08_0082	0
CA99CN070035	0
08_2960	0
08_2976	0
AMRDT1_000056	0
AMRDT1_000200	0
AMRDT1_000239	0
AMRDT1_000284	0
AMRDT1_000326	0
AMRDT1_000353	0
AMRDT1_000359	0
AMRDT1_000407	0
AMRDT1_000476	0
AMRDT1_000587	0
AMRDT1_000631	0
AMRDT1_000707	0
AMRDT1_000733	0
AMRDT1_000798	0
AMRDT1_000801	0
AMRDT1_000811	0
AMRDT1_000897	0
AMRDT1_000901	0
AMRDT1_000918	0
DT040004	0
DT040014	0
DT040117	0
DT040141	0
DT040147	0
DT040231	0
DT040241	0
DT040330	0
DT040340	0
DT040378	0
DT040401	0
DT040513	0
DT040516	0
DT040521	0
DT040559	0
DT040583	0
DT040606	0
DT040027	0
AMRDT1_000817	0
AMRDT1_000824	0
AMRDT1_000888	0
DT040643	0
DT040746	0
DT040867	0
DT040905	0
DT040922	0
DT040949	0
DT041054	0
DT041101	0
DT041167	0
DT041187	0
DT041245	0
DT041355	0
DT041398	0
DT041404	0
DT041429	0
DT041567	0
DT041663	0
DT041678	0
DT041682	0
DT041786	0
DT040465	0
DT040250	0
DT040049	0
DT040244	0
DT040341	0
DT040680	0
DT040683	0
DT041533	0
DT041800	0
DT040651	0
DT040652	0
DT040933	0
DT040518	0
DT040468	0
AMRDT1_000748	0
AMRDT1_000774	0
AMRDT1_000891	0
DT040100	0
DT040154	0
DT040320	0
DT040801	0
DT040916	0
DT040941	0
DT041024	0
DT041087	0
AMRDT1_000287	0
AMRDT1_000648	0
AMRDT1_000767	0
AMRDT1_000807	0
DT040423	0
DT040903	0
AMRDT1_000080	0
AMRDT1_000818	0
AMRDT1_000846	0
AMRDT1_000850	0
DT040031	0
DT040395	0
DT040864	0
DT040546	0
DT041142	0
DT041514	0
AMRDT1_000434	0
AMRDT1_000584	0
DT040251	0
DT040512	0
DT041592	0
AMRDT1_000404	0
DT040569	0
DT040686	0
DT041259	0
DT041432	0
DT041473	0
AMRDT1_000754	0
DT040151	0
AMRDT1_000049	0
AMRDT1_000374	0
AMRDT1_000467	0
DT040020	0
DT040047	0
DT040087	0
DT040097	0
AMRDT1_000216	0
DT040609	0
DT040623	0
DT040703	0
DT040712	0
DT040908	0
DT041374	0
AMRDT1_000188	0
AMRDT1_000694	0
AMRDT1_000539	0
DT041701	0
AMRDT1_000804	0
AMRDT1_000873	0
AMRDT1_000788	0
AMRDT1_000881	0
DT040952	0
AMRDT1_000473	0
AMRDT1_000757	0
DT040114	0
DT040435	0
DT041113	0
DT041184	0
DT041214	0
DT040414	0
DT041443	0
DT041481	0
DT041487	0
DT041489	0
DT041769	0
AMRDT1_000380	0
AMRDT1_000704	0
AMRDT1_000734	0
DT040307	0
AMRDT1_000958	0
DT040130	0
DT040331	0
DT040404	0
DT040689	0
DT040696	0
DT041330	0
DT041423	0
AMRDT1_000575	0
DT040077	0
DT041068	0
DT041679	0
AMRDT1_000867	0
AMRDT1_000128	0
DT041225	0
DT041710	0
DT041721	0
DT040832	0
DT041550	0
AMRDT1_000172	0
AMRDT1_000173	0
AMRDT1_000320	0
AMRDT1_000588	0
DT040071	0
DT040562	0
AMRDT1_000894	0
AMRDT1_000521	0
DT040260	0
DT040776	0
AMRDT1_000604	0
DT040350	0
DT040616	0
DT040619	0
DT040622	0
DT040732	0
DT041223	0
AMRDT1_000853	0
AMRDT1_000857	0
AMRDT1_000928	0
AMRDT1_000931	0
DT040448	0
DT040563	0
DT040573	0
AMRDT1_000398	0
AMRDT1_000488	0
AMRDT1_000951	0
DT040413	0
DT040839	0
DT040870	0
DT041032	0
DT041231	0
DT041415	0
DT041528	0
DT040540	0
DT041405	0
AMRDT1_000091	0
AMRDT1_000269	0
AMRDT1_000635	0
AMRDT1_000714	0
AMRDT1_000651	0
AMRDT1_000569	0
AMRDT1_000437	0
DT041606	0
AMRDT1_000964	0
AMRDT1_000044	0
AMRDT1_000107	0
AMRDT1_000140	0
AMRDT1_000057	0
DT040503	0
DT040985	0
DT040947	0
AMRDT1_000581	0
AMRDT1_000941	0
DT040201	0
DT040845	0
AMRDT1_000377	0
DT041775	0
AMRDT1_000664	0
AMRDT1_000401	0
AMRDT1_000422	0
DT040190	0
AMRDT1_000625	0
DT040886	0
DT040938	0
DT041040	0
DT041181	0
DT041201	0
DT041250	0
DT041281	0
DT041553	0
DT041599	0
DT040124	0
AMRDT1_000395	0
DT040177	0
DT041418	0
DT041704	0
DT040074	0
AMRDT1_000618	0
DT041412	0
AMRDT1_000721	0
DT041595	0
DT040080	0
DT041448	0
AMRDT1_000308	0
AMRDT1_000458	0
AMRDT1_000628	0
AMRDT1_000907	0
DT040969	0
AMRDT1_000711	0
AMRDT1_000808	0
DT040856	0
AMRDT1_000301	0
AMRDT1_000452	0
DT040227	0
DT040480	0
DT041070	0
DT041366	0
DT041369	0
DT041444	0
DT041508	0
AMRDT1_000841	0
AMRDT1_000954	0
DT040029	0
DT041797	0
AMRDT1_000362	0
AMRDT1_000608	0
AMRDT1_000684	0
DT040150	0
DT040806	0
DT040445	0
DT040837	0
DT041685	0
DT040375	0
DT041162	0
AMRDT1_000560	0
AMRDT1_000251	0
DT040264	0
DT040337	0
DT040398	0
DT040420	0
DT040812	0
DT040955	0
DT041007	0
DT041286	0
DT041531	0
DT041536	0
DT041565	0
DT041609	0
DT041655	0
DT041791	0
DT040988	0
AMRDT1_000272	0
DT040197	0
DT040198	0
AMRDT1_000143	0
AMRDT1_000503	0
AMRDT1_000744	0
AMRDT1_000077	0
DT040034	0
