id	H vs not-H
12_106828_0009	0
12_107548_0020	0
13_024096_0037	0
13_100750_0021	0
13_009133_0048	0
13_009755_0026	0
13_027106_0025	0
13_094342_0020	0
13_097034_0012	0
12_104673_0024	0
13_010361_0015	0
13_025661_0015	0
13_092237_0013	0
13_094342_0024	0
13_009755_0021	0
13_095310_0024	0
13_097034_0013	0
13_093195_0017	0
13_095310_0022	0
13_040663_0012	0
13_091689_0011	0
13_092140_0021	0
13_094342_0026	0
13_095310_0023	0
13_095310_0029	0
13_093753_0014	0
13_095253_0020	0
12_101316_0011	0
13_085760_0009	0
13_090235_0021	0
13_092225_0019	0
13_089608_0010	0
13_026533_0021	0
13_093183_0020	0
13_093750_0016	0
13_090235_0020	0
13_090251_0021	0
13_090204_0018	0
13_095366_0005	0
13_041547_0013	0
13_096107_0005	0
13_101466_0004	0
13_093195_0016	0
13_092737_0021	0
13_093750_0017	0
12_101316_0010	0
12_105169_0005	0
12_105164_0006	0
13_094581_0003	0
13_093183_0024	0
12_104223_0005	0
12_105491_0025	0
13_082236_0025	0
13_096125_0015	0
13_039899_0006	0
13_041174_0009	0
13_041997_0013	0
13_041997_0012	0
13_078767_0017	0
13_081560_0031	0
13_083095_0005	0
13_089608_0009	0
13_100750_0023	0
13_088184_0008	0
13_094806_0018	0
13_094320_0013	0
13_094342_0021	0
13_090235_0017	0
13_090251_0023	0
13_090235_0018	0
12_107548_0018	0
12_106789_0016	0
13_091694_0008	0
13_095310_0028	0
13_092728_0018	0
13_093879_0011	0
12_105140_0027	0
13_097034_0016	0
13_082760_0032	0
13_088171_0027	0
13_091689_0015	0
13_091022_0006	0
13_096519_0008	0
13_082236_0024	0
CI_6909	0
CI_6910	0
CI_6911	0
CI_6912	0
CI_6913	0
CI_6921	0
CI_6922	0
CI_7059	0
CI_7060	0
CI_7061	0
CI_7062	0
CI_7063	0
CI_7199	0
CI_7200	0
CI_7201	0
CI_7202	0
CI_7203	0
CI_7329	0
CI_7330	0
CI_7331	0
CI_7332	0
CI_7333	0
CI_6919	0
CI_6920	0
CI_7468	0
CI_7470	0
13_082760_0033	0
13_082743_0017	0
13_094342_0022	0
CI_7204	0
12_099807_0034	0
13_082236_0021	0
13_090661_0031	0
13_010361_0017	0
13_010337_0018	0
13_010726_0017	0
13_088171_0028	0
12_106723_0009	0
13_024096_0035	0
13_097034_0014	0
13_041897_0010	0
13_098239_0027	0
13_098239_0026	0
13_098239_0028	0
13_100750_0020	0
13_090251_0026	0
13_098640_0018	0
13_028074_0016	0
13_094379_0003	0
13_096125_0012	0
12_105583_0027	0
13_011124_0013	0
13_028100_0012	0
13_100191_0015	0
13_041902_0008	0
13_041897_0009	0
12_105140_0026	0
12_105491_0024	0
12_105634_0022	0
13_090104_0015	0
13_093183_0022	0
13_089085_0007	0
13_092737_0020	0
13_092728_0015	0
12_107177_0013	0
13_041156_0011	0
13_082236_0027	0
CI_7360	0
CI_7361	0
CI_7362	0
CI_7363	0
CI_7364	0
CI_7373	0
CI_7374	0
CI_7378	0
CI_7379	0
CI_7380	0
CI_7381	0
CI_7382	0
CI_6899	0
CI_6900	0
CI_6901	0
CI_6902	0
CI_6903	0
CI_6904	0
CI_6905	0
CI_6906	0
CI_6907	0
CI_6908	0
CI_7057	0
CI_7058	0
CI_7104	0
CI_7106	0
CI_7189	0
CI_7190	0
CI_7191	0
CI_7192	0
CI_7193	0
CI_7194	0
CI_7195	0
CI_7196	0
CI_7197	0
CI_7319	0
CI_7320	0
CI_7321	0
CI_7322	0
CI_7105	0
CI_7198	0
CI_7323	0
CI_6914	0
CI_6915	0
CI_6916	0
CI_6917	0
CI_6918	0
12_104673_0023	0
13_093883_0006	0
13_093879_0010	0
13_094342_0019	0
13_094772_0022	0
12_106789_0018	0
12_106723_0010	0
13_010229_0016	0
12_106675_0016	0
13_091689_0013	0
13_094806_0016	0
13_010726_0016	0
13_098640_0017	0
13_028074_0017	0
12_107576_0008	0
13_041902_0009	0
13_081560_0030	0
13_085760_0008	0
13_009755_0022	0
13_010794_0014	0
13_081560_0034	0
13_082236_0018	0
13_082760_0035	0
13_090251_0025	0
13_090204_0020	0
13_090235_0019	0
13_090984_0017	0
13_095253_0019	0
13_100191_0016	0
12_106265_0006	0
12_106675_0017	0
13_026533_0018	0
12_107154_0029	0
12_107154_0028	0
13_090984_0016	0
13_091626_0009	0
13_094772_0025	0
13_093183_0021	0
13_093753_0013	0
13_094320_0017	0
13_095256_0010	0
13_095424_0005	0
13_094192_0002	0
13_028452_0009	0
12_107188_0018	0
13_094342_0023	0
13_096125_0013	0
13_092140_0020	0
13_026116_0008	0
13_094772_0023	0
13_091087_0019	0
13_081560_0033	0
13_093750_0019	0
13_096694_0009	0
13_100750_0022	0
13_098640_0016	0
13_094614_0002	0
13_095366_0004	0
13_098239_0025	0
13_090984_0014	0
13_095253_0018	0
13_098239_0022	0
13_101167_0004	0
CI_7370	0
CI_7371	0
CI_7372	0
CI_7383	0
CI_7384	0
CI_7385	0
CI_7386	0
CI_7387	0
CI_6923	0
CI_6924	0
CI_6925	0
CI_6926	0
CI_6927	0
CI_7054	0
CI_7055	0
CI_7056	0
CI_7102	0
CI_7103	0
CI_7304	0
CI_7305	0
CI_7306	0
CI_7307	0
CI_7308	0
CI_7324	0
CI_7325	0
CI_7326	0
CI_7327	0
CI_7328	0
CI_7334	0
CI_7335	0
CI_7336	0
CI_7338	0
CI_7337	0
13_024553_0020	0
13_096125_0011	0
13_097034_0015	0
13_024553_0019	0
13_025661_0013	0
13_092548_0013	0
13_092737_0016	0
13_092748_0014	0
13_096519_0007	0
13_096694_0011	0
13_098640_0019	0
13_009801_0012	0
13_009755_0025	0
13_009755_0024	0
13_081574_0019	0
13_026030_0011	0
13_028074_0014	0
13_026116_0009	0
12_107201_0006	0
13_094809_0015	0
13_091689_0014	0
13_041969_0011	0
13_090251_0024	0
13_090661_0032	0
13_092225_0017	0
13_092737_0019	0
13_094806_0017	0
13_041969_0010	0
13_088171_0031	0
13_088171_0029	0
13_092737_0017	0
13_094809_0016	0
13_095310_0027	0
12_100460_0009	0
12_106723_0011	0
12_106675_0015	0
13_094320_0016	0
13_094772_0024	0
13_093750_0018	0
13_093750_0020	0
13_076612_0019	0
13_009133_0049	0
13_093195_0018	0
13_096125_0010	0
13_082236_0026	0
13_082760_0036	0
13_088171_0030	0
13_090204_0019	0
13_093124_0023	0
13_094809_0014	0
13_094320_0015	0
13_094320_0014	0
13_094806_0015	0
13_095310_0026	0
13_096125_0014	0
13_088597_0032	0
CI_6632	0
CI_6633	0
13_024138_0012	0
13_090661_0030	0
13_091626_0008	0
13_098239_0023	0
13_089035_0025	0
13_098640_0015	0
13_092748_0015	0
13_092728_0017	0
13_093124_0024	0
13_094772_0021	0
13_095310_0030	0
13_095310_0025	0
13_090681_0021	0
13_092548_0012	0
13_093124_0026	0
13_100750_0019	0
13_077004_0020	0
13_026032_0011	0
13_082236_0020	0
13_082760_0031	0
13_084655_0022	0
13_090251_0020	0
13_097145_0004	0
12_104673_0022	0
12_106789_0017	0
12_106828_0008	0
12_106231_0017	0
12_107206_0004	0
CI_7487	0
CI_7489	0
CI_7490	0
CI_7491	0
CI_7488	0
13_010545_0002	0
12_101670_0012	0
13_092237_0014	0
13_026547_0016	0
13_088603_0030	0
13_010794_0015	0
13_096694_0010	0
13_082760_0038	0
12_101390_0016	0
12_101390_0014	0
13_095310_0021	0
13_011107_0011	0
13_072897_0011	0
13_028417_0008	0
12_104199_0023	0
CI_7498	0
CI_7499	0
CI_7500	0
CI_7501	0
CI_7502	0
CI_7503	0
CI_7504	0
CI_7505	0
CI_7507	0
CI_7508	0
CI_7509	0
CI_7510	0
CI_7521	0
CI_7523	0
CI_7524	0
CI_7526	0
CI_7532	0
CI_7533	0
CI_7534	0
CI_7535	0
CI_7536	0
CI_7537	0
CI_7538	0
CI_7539	0
CI_7506	0
CI_7567	0
CI_7574	0
CI_7540	0
CI_7541	0
CI_7542	0
CI_7543	0
CI_7544	0
CI_7545	0
CI_7546	0
CI_7547	0
CI_7548	0
CI_7553	0
CI_7554	0
CI_7555	0
CI_7556	0
CI_7557	0
CI_7568	0
CI_7569	0
CI_7570	0
CI_7571	0
CI_7573	0
CI_7577	0
CI_7578	0
CI_7579	0
CI_7580	0
CI_7581	0
CI_7558	0
CI_7561	0
CI_7600	0
CI_7607	0
CI_7590	0
CI_7597	0
CI_7598	0
CI_7599	0
CI_7601	0
CI_7608	0
CI_7609	0
CI_7610	0
CI_7611	0
CI_7612	0
CI_7613	0
CI_7614	0
CI_7615	0
CI_7616	0
CI_7631	0
CI_7645	0
CI_7632	0
CI_7633	0
CI_7634	0
CI_7635	0
CI_7637	0
CI_7638	0
CI_7644	0
CI_7646	0
CI_7647	0
CI_7648	0
CI_7649	0
CI_7651	0
CI_7662	0
CI_7663	0
CI_7650	0
CI_7652	0
CI_7845	0
CI_7846	0
CI_7847	0
CI_7848	0
CI_7849	0
CI_7822	0
CI_7823	0
CI_7824	0
CI_7825	0
CI_7826	0
CI_7827	0
CI_7828	0
CI_7829	0
CI_7830	0
CI_7831	0
CI_7636	0
CE3_R_14_4072	0
CE_R_15_0007	0
CE2_R_15_1004	0
CE_R_15_0014	0
CE3_R_15_4034	0
CE_R_15_0052	0
CE2_R_15_1026	0
CE3_R_15_4110	0
13_028100_0011	0
13_003133_0008	0
13_001633_0013	0
13_003133_0010	0
13_002033_0029	0
13_004318_0011	0
CE2_R_15_2008	0
CI_7629	0
CI_7630	0
13_027106_0023	0
13_002964_0017	0
CE_R_15_0009	0
CE_M_13_4036	0
CE_M_13_3058	0
CE_M_13_4068	0
CE_M_13_4069	0
CE_M_13_4070	0
CE_M_13_4071	0
CE_M_13_3086	0
CE_R_14_0142	0
CE_R_15_0086	0
CE3_R_15_4092	0
CE2_R_15_3070	0
1264	0
1290	0
13_004704_0012	0
CI_7706	0
CI_7806	0
CI_7517	0
CI_7518	0
CI_7511	0
CI_7512	0
CI_7513	0
CI_7514	0
CI_7515	0
CI_7516	0
CI_7519	0
CI_7520	0
CI_7522	0
CI_7525	0
CI_7527	0
CI_7528	0
CI_7529	0
CI_7530	0
CI_7531	0
CI_7559	0
CI_7560	0
CI_7562	0
1227	0
956_2	0
CE3_R_15_4084	0
CI_7876	0
CI_7877	0
CI_7878	0
CI_7879	0
CI_7780	0
CI_7782	0
CI_7783	0
CI_7784	0
CI_7788	0
CI_7790	0
CI_7791	0
CI_7789	0
CI_7726	0
CI_7728	0
CE_M_13_3065	0
CE_M_13_2106	0
CE_M_13_2113	0
CE_M_13_2119	0
CE2_R_15_1038	0
CE_M_13_3097	0
CE_M_13_3098	0
CI_7709	0
CE2_R_14_1046	0
CE2_R_15_1012	0
CE2_R_15_1032	0
CE2_R_15_1008	0
13_002550_0012	0
13_001643_0014	0
12_106231_0018	0
2041	0
13_027115_0010	0
CE_M_13_5024	0
CE_M_13_5025	0
CE_M_13_5026	0
CE_M_13_5027	0
CE_M_13_5028	0
CE_M_13_5031	0
CE3_R_14_5024	0
CE_R_14_0174	0
CE_R_14_0200	0
CE3_R_15_4054	0
CE_R_15_0070	0
13_003019_0017	0
13_002964_0019	0
13_003767_0016	0
1073	0
1056	0
CE_R_14_0160	0
CE_M_13_2097	0
68DB1	0
68DCG1	0
28DCG	0
61DB2	0
61DB3	0
61DB5	0
CE2_R_15_3054	0
CE2_R_15_2036	0
CE_R_15_0146	0
RM1221_UofM	0
CE_M_13_3087	0
36DCG	0
13_001643_0015	0
13_004224_0012	0
13_004799_0008	0
B9P1B	0
1386	0
1746	0
B7P3D	0
1738	0
13_004165_0013	0
13_003019_0015	0
CE3_R_14_4094	0
13_002082_0011	0
13_002033_0022	0
58DB5	0
61DCG4	0
62DB5	0
68DCG5	0
CE_M_13_4037	0
CE_M_13_4038	0
CE_M_13_4039	0
CE_R_15_0034	0
CE_R_15_0074	0
CE_R_15_0110	0
CE2_R_15_3030	0
CE2_R_15_3056	0
13_002033_0028	0
CI_7717	0
CI_7671	0
CE3_R2_14_4082	0
CE_R_14_0150	0
13_002033_0024	0
13_001619_0011	0
13_001643_0013	0
EL44P_3_2	0
CE_R_15_0152	0
CE_M_13_2078	0
13_002561_0014	0
EL38P_1_1	0
EL38P_2_3	0
13_002531_0024	0
13_013150_0019	0
709	0
721	0
CE_M_13_5016	0
CE_M_13_5017	0
CE_M_13_5018	0
CE_M_13_5019	0
CE_R_14_0132	0
CE_R_15_0004	0
CE_R_15_0124	0
13_003133_0009	0
13_004224_0017	0
13_002582_0006	0
13_004323_0005	0
13_004318_0012	0
13_013150_0018	0
CE_R_15_0011	0
13_002597_0006	0
13_002589_0005	0
13_002589_0006	0
CE_R_14_0118	0
13_001523_0014	0
13_001523_0013	0
13_003767_0018	0
CE2_R_15_3060	0
CE2_R_15_3014	0
CI_7642	0
CI_7837	0
CI_7838	0
CI_7839	0
CI_7808	0
CI_7817	0
CI_7807	0
CI_7809	0
CI_7810	0
CI_7811	0
CI_7812	0
CI_7813	0
CI_7814	0
CI_7815	0
CI_7816	0
CI_7818	0
CI_7819	0
CI_7820	0
CI_7821	0
CI_7835	0
CI_7836	0
CI_7776	0
CI_7777	0
CI_7778	0
CI_7781	0
CI_7779	0
CI_7731	0
CI_7724	0
CI_7725	0
CI_7727	0
CI_7730	0
CE_M_13_2071	0
CE_M_13_3078	0
CE_M_13_3111	0
CE_M_13_3113	0
CE_R_14_0196	0
CE3_R_15_4094	0
13_003074_0009	0
13_013137_0018	0
CI_7766	0
CI_7767	0
CI_7769	0
CI_7770	0
CI_7768	0
CI_7643	0
CE_M_13_3062	0
CE_M_13_4096	0
CE_M_13_4097	0
CE_M_13_4098	0
CE_M_13_4099	0
CE_M_13_2094	0
CE_M_13_2101	0
CE_R_15_0148	0
CE2_R_14_2058	0
CE2_R_14_2068	0
CE2_R_15_3004	0
CE2_R_15_1002	0
CE2_R_15_1006	0
CE2_R_15_1010	0
CE2_R_15_2014	0
CE2_R_15_1014	0
13_098239_0029	0
13_002561_0015	0
13_003144_0006	0
13_003107_0014	0
13_001643_0012	0
13_001523_0016	0
13_004224_0013	0
CE_M_13_2114	0
CE2_R_14_3094	0
CE_R_14_0154	0
CI_7732	0
B3P2B	0
CE_M_13_3057	0
CE_M_13_4048	0
CE_M_13_4049	0
CE_M_13_4050	0
CE_M_13_4051	0
CE_R_14_0136	0
CE3_R_15_5002	0
13_001523_0012	0
OL25_P2_5	0
OL25_P3_4	0
OL24P2_3	0
1407	0
13_001523_0015	0
13_002033_0025	0
13_004224_0015	0
CE3_R_15_4012	0
CI_7670	0
CI_7795	0
CE_M_13_2089	0
OL18_P2_2	0
OL18_P2_3	0
CE_M_13_3099	0
B2P1C	0
B2P4C	0
B2P5C	0
B2P3C	0
CI_7661	0
CE_M_13_3050	0
CE_M_13_3079	0
CE_M_13_2103	0
CE_M_13_3103	0
CE_M_13_2110	0
CE_M_13_2111	0
13_001361_0002	0
CI_7715	0
CE_M_13_2118	0
CE_M_13_3116	0
CE_M_13_3117	0
CE_M_13_3061	0
CE_M_13_2098	0
CE_M_13_2099	0
CE_M_13_2086	0
CE3_R_15_4030	0
CI_7686	0
CI_7692	0
CI_7684	0
CI_7685	0
CI_7687	0
CI_7688	0
CI_7693	0
CI_7694	0
CI_7695	0
CI_7696	0
CI_7697	0
CI_7698	0
CI_7699	0
CI_7700	0
CI_7701	0
CI_7702	0
CI_7703	0
CI_7704	0
CI_7705	0
CI_7707	0
CI_7708	0
CI_7710	0
CI_7711	0
CI_7712	0
CI_7714	0
CI_7716	0
CI_7734	0
CI_7735	0
CI_7736	0
CI_7737	0
CI_7738	0
CI_7739	0
CI_7741	0
CI_7742	0
CI_7743	0
CI_7745	0
CE_M_13_3044	0
CE_M_13_3045	0
CE_M_13_3047	0
CE_M_13_3056	0
CE_M_13_3059	0
CE_M_13_3070	0
CE_M_13_3074	0
CE_M_13_3075	0
CE_M_13_2083	0
CE_M_13_3081	0
CE_M_13_3082	0
CE_M_13_3083	0
CE_M_13_3093	0
CE_M_13_3095	0
CE_M_13_3100	0
CE_M_13_3101	0
CE_M_13_3102	0
CE_M_13_2109	0
CI_7675	0
CI_7676	0
CI_7677	0
CI_7678	0
CI_7679	0
CI_7680	0
CI_7682	0
CI_7683	0
CI_7713	0
CI_7746	0
CE_M_13_5037	0
CE_M_13_5038	0
CE_R_15_0042	0
CI_7669	0
CI_7672	0
CI_7667	0
CI_7861	0
CI_7863	0
CI_7862	0
CI_7794	0
CI_7796	0
CI_7797	0
CI_7798	0
CI_7805	0
CI_7785	0
CI_7786	0
CI_7787	0
25DCG5	0
26DCG2	0
23ICG1	0
23ICG3	0
24IB1	0
24IB2	0
24IB4	0
24IB5	0
25DB2	0
25DCG1	0
25DCG2	0
25DCG3	0
26DB1	0
26DB3	0
26DCG1	0
26DCG4	0
27DB	0
27DCG1	0
C.coli_LSPQ_3655	0
CE_M_13_5020	0
CE_M_13_5021	0
CE_M_13_5022	0
CE_M_13_5023	0
CE_M_13_5032	0
CE_M_13_5033	0
CE_M_13_5034	0
CE_M_13_5035	0
CE_M_13_5036	0
CE_M_13_5039	0
CE2_R_14_3096	0
CE3_R2_14_4084	0
CE2_R_14_1050	0
CE3_R_15_4018_v1	0
CE2_R_15_2010	0
CE_R_15_0078	0
CE_R_15_0100	0
CE_R_15_0118	0
CE_R_15_0120	0
CE_R_15_0150	0
13_027106_0024	0
13_072312_0019	0
13_072763_0016	0
13_073615_0005	0
13_074139_0027	0
13_092737_0018	0
13_004224_0016	0
13_001633_0012	0
13_001643_0017	0
13_003107_0012	0
13_004704_0013	0
66DB3	0
59DB5	0
67DCG1	0
CE_R_15_0130	0
13_091689_0010	0
66DB1	0
12_106231_0019	0
57DCG1	0
57DCG3	0
66DB2	0
66DB4	0
57DCG4	0
59DB2	0
60DB2	0
67DB1	0
CE2_R_14_2070	0
CE_R_15_0116	0
CE_R_15_0104	0
CI_7749	0
CI_7748	0
CI_7744	0
CI_7747	0
CE3_R_14_4092_v2	0
CE3_R_14_4096	0
CE_M_13_2095	0
CE3_R_14_5022	0
CE3_R_15_4068	0
CE3_R_14_4076	0
CE3_R_14_4121	0
CE3_R_15_5004	0
CE3_R_15_4032	0
CE3_R_15_4104	0
CI_10111	0
CI_10112	0
CI_10106	0
CI_10107	0
CI_10108	0
CI_10109	0
CI_10113	0
CI_10114	0
CI_10115	0
CI_10116	0
CI_10117	0
CI_10118	0
CI_10119	0
CI_10120	0
CI_10110	0
CI_10278	0
CI_10279	0
CI_10280	0
CI_10281	0
CI_10282	0
CI_10196	0
CI_10197	0
CI_10198	0
CI_10199	0
CI_10200	0
CI_10201	0
CI_10202	0
CI_10203	0
CI_10204	0
CI_10205	0
CI_10222	0
CI_10223	0
CI_10224	0
CI_10225	0
CI_10226	0
CI_10247	0
CI_10248	0
CI_10249	0
CI_10250	0
CI_10251	0
CI_9205	0
CI_9206	0
CI_9207	0
CI_10108_2	0
CI_10106_2	0
CI_10109_2	0
CI_10110_2	0
CI_10107_2	0
CI_10157	0
CI_10173	0
CI_10141	0
CI_10142	0
CI_10143	0
CI_10145	0
CI_10146	0
CI_10147	0
CI_10148	0
CI_10149	0
CI_10150	0
CI_10151	0
CI_10152	0
CI_10153	0
CI_10154	0
CI_10155	0
CI_10156	0
CI_10158	0
CI_10159	0
CI_10160	0
CI_10171	0
CI_10172	0
CI_10174	0
CI_10175	0
CI_10176	0
CI_10177	0
CI_10178	0
CI_10179	0
CI_10180	0
CI_10144	0
CI_9956	0
CI_9957	0
CI_9958	0
CI_9959	0
CI_9960	0
CI_10136	0
CI_10137	0
CI_10138	0
CI_10139	0
CI_10140	0
CI_10296	0
CI_10297	0
CI_10298	0
CI_10299	0
CI_10300	0
CI_10301	0
CI_10302	0
CI_10303	0
CI_10304	0
CI_10206	0
CI_10207	0
CI_10210	0
CI_10212	0
CI_10213	0
CI_10214	0
CI_10215	0
CI_10216	0
CI_10217	0
CI_10218	0
CI_10219	0
CI_10220	0
CI_10221	0
CI_10232	0
CI_10233	0
CI_10234	0
CI_10235	0
CI_10236	0
CI_10242	0
CI_10243	0
CI_10244	0
CI_10245	0
CI_10246	0
CI_9542	0
CI_9543	0
CI_9497	0
CI_9498	0
CI_9499	0
CI_9500	0
CI_9501	0
CI_9541	0
CI_9545	0
CI_9546	0
13_094342_0025	0
CI_10121	0
CI_10122	0
CI_10123	0
CI_10124	0
CI_10125	0
CI_10127	0
CI_10128	0
CI_10129	0
CI_10130	0
CI_10273	0
CI_10274	0
CI_10275	0
CI_10276	0
CI_10277	0
CI_9559	0
CI_9560	0
CI_9561	0
CI_9562	0
CI_9563	0
CI_8730	0
CI_8731	0
CI_8732	0
CI_8829	0
CI_8733	0
CI_10161	0
CI_10162	0
CI_10163	0
CI_10164	0
CI_10165	0
CI_10166	0
CI_10167	0
CI_10168	0
CI_10169	0
CI_10170	0
13_002964_0021	0
13_003074_0010	0
13_003019_0016	0
CI_9552	0
CI_9553	0
CI_9554	0
CI_9555	0
CI_9556	0
CI_10186	0
CI_10187	0
CI_10188	0
CI_10189	0
CI_10190	0
CI_10191	0
CI_10192	0
CI_10193	0
CI_10194	0
CI_10195	0
CI_10208	0
CI_10209	0
CI_10211	0
CI_10227	0
CI_10231	0
CI_10237	0
CI_10238	0
CI_10239	0
CI_10240	0
CI_10241	0
CI_10252	0
CI_10253	0
CI_10254	0
CI_10255	0
CI_10256	0
CI_10228	0
CI_10229	0
CI_10230	0
13_002550_0013	0
CI_10131	0
CI_10132	0
CI_10133	0
CI_10134	0
CI_10135	0
CI_10258	0
CI_10259	0
CI_10260	0
CI_10261	0
CI_10262	0
CI_10263	0
CI_10264	0
CI_10265	0
CI_10266	0
CI_10267	0
CI_9547	0
CI_9548	0
CI_9549	0
CI_9550	0
CI_9551	0
CI_9544	0
CE3_R_15_4112	0
13_074859_0017	0
CE3_R_14_4112	0
CE3_R_14_4114	0
CE3_R_15_4018_v2	0
CI_9564	0
CI_9565	0
CI_9566	0
CI_9567	0
CI_9568	0
CI_10268	0
CI_10269	0
CI_10270	0
CI_10271	0
CI_10272	0
CI_10126	0
CE_M_13_2085	0
CE3_R_14_4092_v1	0
13_092225_0018	0
CI_10181	0
CI_10182	0
CI_10183	0
CI_10184	0
CE3_R_14_4080	0
CI_10185	0
13_082273_0004	0
CI_9208	0
CI_9209	0
CI_9210	0
CI_9211	0
CI_9212	0
CE2_R_15_3076	0
CI_7757	0
CI_7758	0
CI_7759	0
CI_7760	0
CI_7756	0
CE_M_13_2049	0
CE_M_13_2066	0
CE_M_13_3094	0
CE_M_13_2105	0
CE2_R_14_3104	0
CE_M_13_3085	0
CE_R_14_0198	0
CE_M_13_3105	0
CE2_R_14_2054	0
CE3_R_14_4117	0
CE3_R_15_4002	0
CE3_R_15_4025	0
CE3_R_15_4050	0
CE3_R_15_4058	0
CE2_R_15_2034	0
13_002033_0023	0
13_003019_0018	0
EL34P_1_1	0
EL34P_2_2	0
1787	0
1895	0
869	0
871	0
13_003107_0013	0
CE_M_13_2063	0
CE3_R_14_4056	0
681	0
683	0
CE3_R_15_5010	0
13_002964_0020	0
B6P1A	0
B6P2C	0
B6P2A	0
B6P3D	0
CE_M_13_2064	0
CE_M_13_2065	0
CE3_R2_14_4080	0
CE3_R_14_5030	0
CE2_R_14_3108	0
CE_R_14_0184	0
CE3_R_15_4042	0
CE2_R_15_3020	0
13_002033_0026	0
13_004224_0014	0
CE_M_13_4062	0
CE3_R_14_4074	0
OL27_P2_1	0
OL27_P1_3	0
CE_M_13_3077	0
CE_M_13_2082	0
CE2_R_14_1056	0
CE_R_14_0140	0
CE_R_14_0192	0
13_002550_0014	0
13_001643_0016	0
13_001619_0010	0
81116	0
13_097145_0003	0
13_003767_0015	0
CE2_R_14_3100	0
CE2_R_14_2064	0
CE2_R_15_3018	0
CE2_R_15_1020	0
CE_M_13_2077	0
CE3_R_14_4104	0
CE2_R_15_3072	0
CE_M_13_3046	0
CE_M_13_2117	0
CI_7681	0
CE_M_13_3051	0
CE_M_13_2051	0
CE_M_13_2054	0
CE_M_13_2055	0
CE_M_13_2057	0
CE_M_13_2058	0
CE_M_13_3071	0
CE2_R_14_2056	0
CE_R_15_0002	0
CE3_R_15_4106	0
13_004224_0011	0
B9P3D	0
B9P4A	0
B9D4B	0
B9P3A	0
B9P4D	0
1132	0
CE2_R_15_2030	0
13_001961_0010	0
13_001961_0009	0
13_002550_0015	0
13_002531_0022	0
CE_M_13_3115	0
13_002964_0018	0
B3P1A	0
B3P1B	0
B9P3B	0
OL37_P3_1	0
B3P3B	0
B3P2D	0
CE_M_13_2067	0
CE_M_13_4060	0
CE_M_13_4061	0
CE_M_13_4063	0
CE2_R_15_1024	0
CI_7761	0
CI_7762	0
CI_7763	0
CI_7764	0
CI_7765	0
CE_R_15_0128	0
13_001643_0011	0
13_003019_0014	0
CE_M_13_2081	0
CE2_R_14_3106	0
CE2_R_15_2002	0
CE_R_15_0090	0
CE_R_15_0144	0
OL35_P1_2	0
CI_7832	0
CI_7833	0
CI_7834	0
CI_9449	0
CI_9450	0
CI_9451	0
CI_9452	0
CI_9454	0
CI_9455	0
CI_9459	0
CI_9460	0
CI_9461	0
CI_9462	0
CI_9463	0
CI_9453	0
CI_9456	0
CI_9457	0
CI_9458	0
CE_M_13_4076	0
CE_M_13_4077	0
CE_M_13_4078	0
CE_M_13_4079	0
1133	0
CE2_R_14_1060	0
CE3_R_15_4098	0
CI_7624	0
CI_7625	0
CI_7626	0
CI_7627	0
CI_7628	0
CI_7639	0
CI_7640	0
CI_7641	0
CI_7653	0
CI_7664	0
CI_7666	0
CI_7656	0
CI_7657	0
CI_7659	0
CI_7660	0
CI_7654	0
CI_7658	0
CI_7689	0
CI_7690	0
CI_7691	0
CI_7855	0
CI_7856	0
CI_7857	0
CI_7858	0
CI_7859	0
CI_7860	0
CI_7665	0
CI_7674	0
CE_M_13_2069	0
CE_M_13_2073	0
CE_M_13_2074	0
CE_M_13_2093	0
CE_M_13_2115	0
CE_M_13_2116	0
CE_M_13_3118	0
CE_M_13_3119	0
CI_7673	0
CE_M_13_2053	0
CE3_R_14_4106	0
81_176_UofM	0
CE_M_13_3069	0
CI_7864	0
CI_7865	0
CI_7668	0
CI_7752	0
CI_7753	0
CI_7754	0
CI_7755	0
CI_7563	0
CI_7564	0
CI_7565	0
CI_7566	0
CI_7582	0
CI_7583	0
CI_7584	0
CI_7585	0
CI_7586	0
CI_7587	0
CI_7589	0
CI_7591	0
CI_7592	0
CI_7593	0
CI_7594	0
CI_7595	0
CI_7596	0
CI_7602	0
CI_7603	0
CI_7604	0
CI_7605	0
CI_7606	0
CI_7655	0
CI_7850	0
CI_7851	0
CI_7852	0
CI_7853	0
CI_7854	0
CI_7718	0
CE_M_13_3041	0
CE_M_13_3042	0
CE_M_13_3043	0
CE_M_13_3049	0
CE_M_13_2070	0
CE_M_13_2087	0
CE_M_13_3089	0
CE_M_13_3090	0
CE_M_13_2090	0
CE_M_13_2102	0
CE_M_13_2107	0
CE_M_13_3106	0
CE_M_13_3107	0
CI_10308	0
CI_10305	0
CI_10307	0
CI_10309	0
CI_10310	0
CI_10312	0
CI_10295	0
CI_10311	0
CI_10313	0
CI_10314	0
CI_10315	0
CI_10316	0
CI_10317	0
CI_10318	0
CI_10319	0
CI_10320	0
CI_10306	0
CI_10284	0
CI_10286	0
CI_10287	0
CI_10288	0
CI_10257	0
CE_M_13_5029	0
CI_10283	0
CI_10285	0
CI_10289	0
CI_10290	0
CI_10291	0
CI_10292	0
CI_10293	0
CI_10294	0
CE_M_13_2059	0
CE_M_13_2048	0
CE_M_13_3052	0
CE_M_13_3053	0
CE_M_13_3054	0
CE_M_13_2050	0
CE_M_13_2096	0
