id	Project	Year	Date.num	Province	Region	Source	Sample type	CGF	eCGF	eCGF_100	eCGF95	MLST-ST	MLST-CC
13_051153_0016	MBS	2013	41472	ON	Central	Chicken	Thigh	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_002561_0015	MBS	2013	41283	ON	Central	Chicken	Carcass	173.01	39	0173.010.002	173.01	451	ST-21 complex
13_013796_0020	MBS	2013	41324	Undefined	Central	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
12_099525_0004	MBS	2012	41240	ON	Central	Chicken	Carcass	173.01	40	0173.010.002	173.01	451	ST-21 complex
12_106731_0009	MBS	2012	41253	ON	Central	Chicken	Thigh	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_043577_0022	MBS	2013	41430	ON	Central	Chicken	Fecal	173.01	39	0173.010.002	173.01	451	ST-21 complex
13_012566_0007	MBS	2013	41318	ON	Central	Chicken	Carcass	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_087109_0012	MBS	2013	41586	Undefined	Atlantic	Chicken	Breast	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_048382_0026	MBS	2013	41445	ON	Central	Chicken	Breast	Undefined	37	Undefined	Undefined	451	ST-21 complex
13_064439_0027	MBS	2013	41501	ON	Central	Chicken	Fecal	173.01	39	0173.010.002	173.01	451	ST-21 complex
13_087709_0037	MBS	2013	41591	BC	West	Chicken	Thigh	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_048382_0029	MBS	2013	41475	ON	Central	Chicken	Breast	173.01	39	0173.010.002	173.01	451	ST-21 complex
12_101409_0013	MBS	2012	41242	BC	West	Chicken	Carcass	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_034193_0015	MBS	2013	41397	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_001523_0016	MBS	2013	41281	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_001643_0012	MBS	2013	41281	BC	West	Chicken	Carcass	173.01	39	0173.010.002	173.01	451	ST-21 complex
13_094379_0003	MBS	2013	41604	BC	West	Chicken	Carcass	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_003144_0006	MBS	2013	41284	BC	West	Chicken	Carcass	173.01	38	0173.010.002	173.01	451	ST-21 complex
13_003107_0014	MBS	2013	41284	BC	West	Chicken	Fecal	173.01	39	0173.010.002	173.01	451	ST-21 complex
13_032238_0023	MBS	2013	41389	BC	West	Chicken	Carcass	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_032235_0018	MBS	2013	41389	BC	West	Chicken	Fecal	Undefined	37	Undefined	Undefined	-	-
13_032978_0016	MBS	2013	41423	BC	West	Chicken	Breast	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_064439_0031	MBS	2013	41501	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_098239_0026	MBS	2013	41617	BC	West	Chicken	Carcass	173.01	39	0173.010.002	173.01	451	ST-21 complex
13_098239_0029	MBS	2013	41617	BC	West	Chicken	Carcass	173.01	39	0173.010.002	173.01	451	ST-21 complex
13_100750_0020	MBS	2013	41625	BC	West	Chicken	Breast	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_096125_0012	MBS	2013	41610	BC	West	Chicken	Thigh	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_057455_0009	MBS	2013	41477	AB	West	Chicken	Carcass	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_080523_0023	MBS	2013	41556	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_080528_0005	MBS	2013	41556	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_080528_0007	MBS	2013	41556	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_048382_0028	MBS	2013	41445	BC	West	Chicken	Thigh	173.01	39	0173.010.002	173.01	451	ST-21 complex
13_016564_0020	MBS	2013	41360	BC	West	Chicken	Carcass	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_017617_0016	MBS	2013	41337	BC	West	Chicken	Thigh	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_006413_0013	MBS	2013	41327	BC	West	Chicken	Thigh	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_012272_0018	MBS	2013	41317	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_021033_0024	MBS	2013	41347	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_021044_0019	MBS	2013	41347	BC	West	Chicken	Thigh	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_021055_0013	MBS	2013	41348	BC	West	Chicken	Carcass	173.01	40	0173.010.002	173.01	451	ST-21 complex
CA10SH18599013901	CIPARS	2018	43229	AB	West	Turkey	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
CA10SH18599009801	CIPARS	2018	43180	BC	West	Turkey	Fecal	173.01	38	0173.010.003	173.01	451	ST-21 complex
18_10328	FNC	2018	43453	AB	West	Human	Stool	173.01	40	0173.010.002	173.01	451	ST-21 complex
CA10SH18588028601	CIPARS	2018	43251	AB	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	-	-
CA10SH18588027401	CIPARS	2018	43249	AB	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	-	-
CA10SH18588026601	CIPARS	2018	43244	ON	Central	Chicken	Fecal	173.01	40	0173.010.002	173.01	-	-
CA10SH18588023601	CIPARS	2018	43215	BC	West	Chicken	Fecal	173.01	39	0173.010.002	173.01	-	-
CA10SH18599029901	CIPARS	2018	43340	ON	Central	Turkey	Fecal	173.01	40	0173.010.002	173.01	-	-
18_10329	FNC	2018	43453	AB	West	Human	Stool	173.01	40	0173.010.002	173.01	-	-
19_06046	FNC	2019	43677	AB	West	Human	Stool	173.01	40	0173.010.002	173.01	-	-
18_6103	FNC	2018	43307	BC	West	Human	Stool	173.01	40	0173.010.002	173.01	-	-
13_024096_0035	MBS	2013	41358	Undefined	Central	Chicken	Thigh	260.007	40	0260.007.003	260.007	-	-
13_005803_0021	MBS	2013	41295	Undefined	Central	Chicken	Fecal	260.007	40	0260.007.003	260.007	-	-
12_106231_0017	MBS	2012	41253	Undefined	Central	Chicken	Fecal	260.007	39	0260.007.003	260.007	-	-
13_024096_0033	MBS	2013	41389	Undefined	Central	Chicken	Carcass	260.007	40	0260.007.003	260.007	-	-
12_106723_0009	MBS	2012	41254	Undefined	Central	Chicken	Carcass	260.007	40	0260.007.003	260.007	-	-
13_088597_0030	MBS	2013	41590	Undefined	Atlantic	Chicken	Fecal	260.007	40	0260.007.003	260.007	-	-
13_034762_0007	MBS	2013	41401	AB	West	Chicken	Fecal	260.007	40	0260.007.003	260.007	-	-
13_016974_0018	MBS	2013	41361	QC	East	Chicken	Breast	238.014	40	0238.014.006	238.014	454	ST-21 complex
13_012696_0030	MBS	2013	41318	BC	West	Chicken	Breast	173.01	39	0173.010.002	173.01	451	ST-21 complex
13_012214_0010	MBS	2013	41318	BC	West	Chicken	Carcass	173.01	39	0173.010.002	173.01	451	ST-21 complex
13_051153_0018	MBS	2013	41472	BC	West	Chicken	Breast	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_060215_0031	MBS	2013	41485	BC	West	Chicken	Thigh	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_098640_0018	MBS	2013	41618	AB	West	Chicken	Breast	173.01	40	0173.010.002	173.01	451	ST-21 complex
12_109163_0011	MBS	2012	41263	BC	West	Chicken	Carcass	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_076962_0028	MBS	2013	41544	BC	West	Chicken	Fecal	173.01	38	0173.010.002	173.01	451	ST-21 complex
13_013165_0019	MBS	2013	41319	BC	West	Chicken	Carcass	Undefined	37	Undefined	Undefined	451	ST-21 complex
13_076554_0031	MBS	2013	41543	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_076554_0032	MBS	2013	41543	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_051705_0025	MBS	2013	41478	BC	West	Chicken	Breast	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_008301_0018	MBS	2013	Undefined	BC	West	Chicken	Thigh	173.01	39	0173.010.002	173.01	451	ST-21 complex
13_023650_0036	MBS	2013	41358	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_020632_0020	MBS	2013	41345	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_020683_0017	MBS	2013	41345	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_039399_0019	MBS	2013	41430	QC	East	Chicken	Breast	173.01	39	0173.010.002	173.01	451	ST-21 complex
13_039399_0018	MBS	2013	41430	QC	East	Chicken	Thigh	173.01	40	0173.010.002	173.01	451	ST-21 complex
13_039456_0012	MBS	2013	41430	QC	East	Chicken	Breast	173.01	38	0173.010.003	173.01	451	ST-21 complex
13_090251_0026	MBS	2013	41590	BC	West	Chicken	Carcass	173.01	39	0173.010.002	173.01	451	ST-21 complex
13_076079_0033	MBS	2013	41542	BC	West	Chicken	Fecal	173.01	40	0173.010.002	173.01	-	-
13_078698_0018	MBS	2013	41550	BC	West	Chicken	Carcass	173.01	40	0173.010.002	173.01	-	-
18_0269	FNC	2018	43116	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
18_8783	FNC	2018	43386	AB	West	Human	Stool	173.01	39	0173.010.011	173.01	451	ST-21 complex
19_06614	FNC	2019	43697	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
18_6373	FNC	2018	43315	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
19_06812	FNC	2019	43705	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
18_3141	FNC	2018	43221	AB	West	Human	Undefined	173.01	38	0173.010.011	173.01	451	ST-21 complex
18_4152	FNC	2018	43257	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
18_4042	FNC	2018	43252	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
18_4971	FNC	2018	43285	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
18_6223	FNC	2018	43312	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
18_7407	FNC	2018	43348	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
19_05556	FNC	2019	43655	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
19_05703	FNC	2019	43663	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
19_05704	FNC	2019	43663	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
19_06480	FNC	2019	43691	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
19_06813	FNC	2019	43705	AB	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
18_8543	FNC	2018	43376	BC	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
18_8542	FNC	2018	43376	BC	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
18_10401	FNC	2018	43455	ON	Central	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
18_6117	FNC	2018	43307	BC	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
18_6115	FNC	2018	43307	BC	West	Human	Stool	173.01	40	0173.010.011	173.01	451	ST-21 complex
18_6097	FNC	2018	43307	BC	West	Human	Stool	173.01	38	0173.010.011	173.01	-	-
18_6104	FNC	2018	43307	BC	West	Human	Stool	173.01	40	0173.010.002	173.01	-	-
13_058509_0013	MBS	2013	41479	Undefined	Atlantic	Chicken	Breast	253.006	40	0253.006.002	253.006	50	ST-21 complex
13_097034_0014	MBS	2013	41612	ON	Central	Chicken	Carcass	253.006	40	0253.006.002	253.006	50	ST-21 complex
13_044791_0002	MBS	2013	41435	QC	East	Chicken	Thigh	253.006	40	0253.006.002	253.006	50	ST-21 complex
13_044041_0011	MBS	2013	41431	QC	East	Chicken	Thigh	253.006	40	0253.006.002	253.006	50	ST-21 complex
13_010726_0017	MBS	2013	41311	Undefined	Atlantic	Chicken	Fecal	253.006	40	0253.006.002	253.006	50	ST-21 complex
13_088597_0040	MBS	2013	41591	Undefined	Central	Chicken	Fecal	253.006	40	0253.006.002	253.006	50	ST-21 complex
13_010362_0015	MBS	2013	41310	Undefined	Atlantic	Chicken	Thigh	253.006	40	0253.006.002	253.006	50	ST-21 complex
13_010361_0017	MBS	2013	41310	Undefined	Atlantic	Chicken	Carcass	253.006	40	0253.006.002	253.006	50	ST-21 complex
13_010362_0016	MBS	2013	41310	Undefined	Atlantic	Chicken	Breast	253.006	40	0253.006.002	253.006	50	ST-21 complex
13_010337_0018	MBS	2013	41310	Undefined	Atlantic	Chicken	Fecal	253.006	40	0253.006.002	253.006	50	ST-21 complex
12_109163_0010	MBS	2012	41261	Undefined	Atlantic	Chicken	Carcass	253.006	40	0253.006.002	253.006	50	ST-21 complex
13_082743_0017	MBS	2013	41563	AB	West	Chicken	Carcass	269.007	40	0269.007.002	269.007	8	ST-21 complex
13_082760_0033	MBS	2013	41563	AB	West	Chicken	Breast	269.007	38	0269.007.002	269.007	-	-
13_063533_0027	MBS	2013	41499	AB	West	Chicken	Carcass	269.007	40	0269.007.002	269.007	8	ST-21 complex
13_063533_0030	MBS	2013	41498	AB	West	Chicken	Thigh	269.007	40	0269.007.002	269.007	8	ST-21 complex
18_5649	FNC	2018	43294	AB	West	Human	Stool	269.007	40	0269.007.002	269.007	8	ST-21 complex
19_05699	FNC	2019	43663	AB	West	Human	Stool	269.004	38	0269.004.002	269.004	8	ST-21 complex
18_2804	FNC	2018	43209	AB	West	Human	Stool	269.007	39	0269.007.002	269.007	8	ST-21 complex
18_4713	FNC	2018	43277	AB	West	Human	Stool	269.007	40	0269.007.002	269.007	8	ST-21 complex
13_094342_0022	MBS	2013	41604	ON	Central	Chicken	Carcass	269.007	40	0269.007.002	269.007	8	ST-21 complex
07_5040	FNC	2007	39321	ON	Central	Human	Stool	269.007	40	0269.007.002	269.007	8	ST-21 complex
08_7036	FNC	2008	39714	ON	Central	Human	Undefined	269.007	40	0269.007.002	269.007	8	ST-21 complex
08_7037	FNC	2008	39714	ON	Central	Human	Undefined	269.007	40	0269.007.002	269.007	8	ST-21 complex
13_050086_0016	MBS	2013	41451	ON	Central	Chicken	Thigh	269.007	40	0269.007.002	269.007	8	ST-21 complex
13_033415_0020	MBS	2013	41393	ON	Central	Chicken	Fecal	Undefined	37	Undefined	Undefined	8	ST-21 complex
07_6217	FNC	2007	39365	ON	Central	Human	Stool	269.007	40	0269.007.002	269.007	8	ST-21 complex
19_05085	FNC	2019	43635	AB	West	Human	Stool	269.007	40	0269.007.002	269.007	8	ST-21 complex
07_3646	FNC	2007	39276	ON	Central	Human	Stool	269.007	40	0269.007.002	269.007	8	ST-21 complex
18_7555	FNC	2018	43349	ON	Central	Human	Stool	269.007	40	0269.007.002	269.007	8	ST-21 complex
18_7554	FNC	2018	43349	ON	Central	Human	Stool	269.007	40	0269.007.002	269.007	8	ST-21 complex
17_2756	FNC	2017	42852	ON	Central	Human	Stool	269.007	40	0269.007.002	269.007	8	ST-21 complex
17_2904	FNC	2017	42859	ON	Central	Human	Stool	269.007	40	0269.007.002	269.007	8	ST-21 complex
19_04714	FNC	2019	43620	AB	West	Human	Stool	269.007	40	0269.007.002	269.007	8	ST-21 complex
18_4145	FNC	2018	43257	AB	West	Human	Stool	269.008	39	0269.008.002	269.008	8	ST-21 complex
19_05552	FNC	2019	43656	AB	West	Human	Stool	269.008	39	0269.008.002	269.008	8	ST-21 complex
18_3937	FNC	2018	43250	AB	West	Human	Stool	269.008	38	0269.008.002	269.008	8	ST-21 complex
17_7905	FNC	2017	43035	ON	Central	Human	Stool	269.008	39	0269.008.002	269.008	8	ST-21 complex
18_4974	FNC	2018	43285	AB	West	Human	Stool	173.004	40	0173.004.001	173.004	8	ST-21 complex
13_076554_0034	MBS	2013	41543	AB	West	Chicken	Fecal	169.011	40	0169.011.004	169.011	8	ST-21 complex
13_016090_0013	MBS	2013	41331	BC	West	Chicken	Fecal	173.002	40	0173.002.004	173.002	8	ST-21 complex
13_015975_0012	MBS	2013	41331	ON	Central	Chicken	Fecal	173.002	40	0173.002.004	173.002	8	ST-21 complex
12_097053_0032	MBS	2012	41227	ON	Central	Chicken	Fecal	173.002	40	0173.002.004	173.002	8	ST-21 complex
13_047399_0009	MBS	2013	41443	ON	Central	Chicken	Breast	173.002	40	0173.002.004	173.002	8	ST-21 complex
00_6371	Walkerton	2000	Undefined	ON	Central	Human	Undefined	173.002	40	0173.002.004	173.002	8	ST-21 complex
13_028100_0012	MBS	2013	41374	BC	West	Chicken	Carcass	173.002	40	0173.002.004	173.002	8	ST-21 complex
13_100191_0015	MBS	2013	41624	BC	West	Chicken	Breast	173.002	40	0173.002.004	173.002	8	ST-21 complex
18_4450	FNC	2018	Undefined	Undefined	Undefined	Undefined	Undefined	173.002	40	0173.002.004	173.002	21	ST-21 complex
19_4551	FNC	2019	Undefined	Undefined	Undefined	Undefined	Undefined	173.002	40	0173.002.004	173.002	21	ST-21 complex
18_4550	FNC	2018	43271	ON	Central	Human	Stool	173.002	40	0173.002.004	173.002	21	ST-21 complex
18_4551	FNC	2018	43271	ON	Central	Human	Stool	173.002	40	0173.002.004	173.002	21	ST-21 complex
13_050558_0008	MBS	2013	41453	ON	Central	Chicken	Carcass	173.002	40	0173.002.004	173.002	21	ST-21 complex
12_109231_0007	MBS	2012	41271	ON	Central	Chicken	Breast	173.002	39	0173.002.004	173.002	21	ST-21 complex
17_3671	FNC	2017	42886	ON	Central	Human	Blood	173.002	40	0173.002.004	173.002	21	ST-21 complex
17_3751	FNC	2017	42887	ON	Central	Human	Stool	173.002	40	0173.002.004	173.002	21	ST-21 complex
08_6977	FNC	2008	39705	ON	Central	Human	Undefined	173.002	40	0173.002.004	173.002	21	ST-21 complex
18_3139	FNC	2018	43221	AB	West	Human	Undefined	173.002	40	0173.002.005	173.002	21	ST-21 complex
13_041897_0009	MBS	2013	41424	ON	Central	Chicken	Fecal	173.002	38	0173.002.004	173.002	21	ST-21 complex
13_080523_0021	MBS	2013	41556	ON	Central	Chicken	Fecal	173.002	40	0173.002.004	173.002	21	ST-21 complex
13_041902_0008	MBS	2013	41424	ON	Central	Chicken	Breast	173.002	39	0173.002.004	173.002	21	ST-21 complex
13_074525_0018	MBS	2013	41535	ON	Central	Chicken	Breast	173.002	40	0173.002.004	173.002	21	ST-21 complex
19_05338	FNC	2019	43650	AB	West	Human	Stool	173.002	40	0173.002.004	173.002	21	ST-21 complex
13_011734_0008	MBS	2013	41316	ON	Central	Chicken	Breast	173.002	40	0173.002.005	173.002	21	ST-21 complex
13_024530_0026	MBS	2013	41391	ON	Central	Chicken	Fecal	173.002	40	0173.002.004	173.002	21	ST-21 complex
12_105583_0027	MBS	2012	41249	ON	Central	Chicken	Thigh	173.002	40	0173.002.004	173.002	-	-
06_7332	FNC	2006	39037	ON	Central	Human	Stool	173.002	40	0173.002.004	173.002	21	ST-21 complex
13_074116_0016	MBS	2013	41535	ON	Central	Chicken	Carcass	173.002	40	0173.002.004	173.002	21	ST-21 complex
CA10SH18599012701	CIPARS	2018	43221	BC	West	Turkey	Fecal	173.002	40	0173.002.004	173.002	21	ST-21 complex
18_6028	FNC	2018	43306	AB	West	Human	Stool	173.002	40	0173.002.003	173.002	21	ST-21 complex
13_062811_0012	MBS	2013	41495	ON	Central	Chicken	Breast	173.002	40	0173.002.003	173.002	21	ST-21 complex
18_7840	FNC	2018	43356	AB	West	Human	Stool	173.002	40	0173.002.003	173.002	21	ST-21 complex
13_062796_0021	MBS	2013	41494	Undefined	Central	Chicken	Breast	173.002	40	0173.002.003	173.002	21	ST-21 complex
13_062796_0019	MBS	2013	41495	Undefined	Central	Chicken	Carcass	173.002	39	0173.002.003	173.002	21	ST-21 complex
18_8413	FNC	2018	43370	AB	West	Human	Stool	173.008	40	0173.008.005	173.008	451	ST-21 complex
19_06020	FNC	2019	43675	AB	West	Human	Stool	173.002	40	0173.002.003	173.002	1459	ST-21 complex
18_1215	FNC	2018	43147	AB	West	Human	Undefined	173.002	40	0173.002.003	173.002	1459	ST-21 complex
13_062367_0007	MBS	2013	41494	QC	East	Chicken	Fecal	173.002	39	0173.002.003	173.002	21	ST-21 complex
13_062370_0003	MBS	2013	41492	QC	East	Chicken	Carcass	173.002	40	0173.002.003	173.002	21	ST-21 complex
17_7127	FNC	2017	43007	ON	Central	Human	Stool	173.002	40	0173.002.003	173.002	21	ST-21 complex
06_2870	FNC	2005	38640	ON	Central	Chicken	Undefined	173.002	40	0173.002.003	173.002	21	ST-21 complex
18_7408	FNC	2018	43348	AB	West	Human	Stool	173.002	40	0173.002.004	173.002	21	ST-21 complex
06_2864	FNC	2005	38614	ON	Central	Chicken	Undefined	708.001	40	0708.001.001	708.001	21	ST-21 complex
08_1714	FNC	2007	39364	ON	Central	Chicken	Undefined	169.001	40	0169.001.002	169.001	982	ST-21 complex
07_3695	FNC	2007	39281	ON	Central	Human	Stool	169.001	40	0169.001.002	169.001	982	ST-21 complex
06_2879	FNC	2007	39414	ON	Central	Chicken	Undefined	176.005	40	0176.005.002	176.005	982	ST-21 complex
08_6518	FNC	2008	Undefined	Undefined	Undefined	Undefined	Undefined	176.001	40	0176.001.002	176.001	982	ST-21 complex
08_6207	FNC	2008	39688	ON	Central	Human	Undefined	169.001	40	0169.001.002	169.001	982	ST-21 complex
08_4604	FNC	2008	39632	ON	Central	Human	Stool	169.001	40	0169.001.002	169.001	982	ST-21 complex
06_2875	FNC	2005	38670	ON	Central	Chicken	Undefined	169.001	40	0169.001.002	169.001	982	ST-21 complex
07_5425	FNC	2007	39332	ON	Central	Human	Stool	169.001	40	0169.001.002	169.001	982	ST-21 complex
07_6066	FNC	2007	39358	ON	Central	Human	Blood	176.005	40	0176.005.002	176.005	982	ST-21 complex
08_6208	FNC	2008	39688	ON	Central	Human	Undefined	169.001	40	0169.001.002	169.001	982	ST-21 complex
13_086668_0016	MBS	2013	41585	Undefined	Central	Chicken	Thigh	176.005	39	0176.005.001	176.005	982	ST-21 complex
13_074844_0021	MBS	2013	41537	AB	West	Chicken	Fecal	169.001	38	0169.001.002	169.001	982	ST-21 complex
19_06044	FNC	2019	43677	AB	West	Human	Stool	176.001	40	0176.001.002	176.001	982	ST-21 complex
13_074525_0020	MBS	2013	41534	QC	East	Chicken	Breast	169.001	39	0169.001.002	169.001	982	ST-21 complex
13_089085_0007	MBS	2013	41585	QC	East	Chicken	Breast	176.001	40	0176.001.002	176.001	982	ST-21 complex
13_076623_0018	MBS	2013	41543	ON	Central	Chicken	Carcass	176.001	40	0176.001.002	176.001	982	ST-21 complex
00_6193	Walkerton	2000	Undefined	ON	Central	Human	Undefined	173.004	40	0173.004.001	173.004	21	ST-21 complex
00_6198	Walkerton	2000	Undefined	ON	Central	Human	Undefined	173.004	40	0173.004.001	173.004	21	ST-21 complex
00_2427	Walkerton	2000	Undefined	ON	Central	Human	Undefined	173.004	40	0173.004.001	173.004	21	ST-21 complex
00_2428	Walkerton	2000	Undefined	ON	Central	Human	Undefined	173.004	40	0173.004.001	173.004	21	ST-21 complex
00_6195	Walkerton	2000	Undefined	ON	Central	Human	Undefined	173.004	40	0173.004.001	173.004	21	ST-21 complex
08_0106	FNC	2008	39456	ON	Central	Human	Stool	173.004	40	0173.004.001	173.004	21	ST-21 complex
07_5581	FNC	2007	39338	ON	Central	Human	Stool	173.004	40	0173.004.001	173.004	21	ST-21 complex
07_4428	FNC	2007	39304	ON	Central	Human	Stool	173.004	40	0173.004.001	173.004	21	ST-21 complex
00_6197	Walkerton	2000	Undefined	ON	Central	Human	Undefined	169.011	38	0169.011.004	169.011	21	ST-21 complex
18_4973	FNC	2018	43285	AB	West	Human	Stool	173.004	40	0173.004.001	173.004	21	ST-21 complex
18_4147	FNC	2018	43257	AB	West	Human	Stool	173.004	40	0173.004.001	173.004	21	ST-21 complex
19_05707	FNC	2019	43663	AB	West	Human	Stool	169.001	40	0169.001.002	169.001	21	ST-21 complex
19_06041	FNC	2019	43677	AB	West	Human	Stool	239.005	40	0239.005.002	239.005	806	ST-21 complex
18_2803	FNC	2018	43209	AB	West	Human	Stool	239.005	39	0239.005.002	239.005	806	ST-21 complex
13_045287_0008	MBS	2013	41436	ON	Central	Chicken	Breast	239.005	40	0239.005.002	239.005	806	ST-21 complex
17_0402	FNC	2017	42754	ON	Central	Human	Blood	239.005	40	0239.005.002	239.005	806	ST-21 complex
08_2967	FNC	2008	39541	ON	Central	Cattle	Fecal	239.003	40	0239.003.001	239.003	806	ST-21 complex
13_076204_0024	MBS	2013	41542	BC	West	Chicken	Thigh	260.008	40	0260.008.001	260.008	806	ST-21 complex
18_6033	FNC	2018	43306	AB	West	Human	Stool	260.008	40	0260.008.001	260.008	806	ST-21 complex
19_05335	FNC	2019	43650	AB	West	Human	Stool	238.007	40	0238.007.002	238.007	806	ST-21 complex
18_8412	FNC	2018	43370	AB	West	Human	Stool	239.005	40	0239.005.001	239.005	806	ST-21 complex
18_3515	FNC	2018	43235	AB	West	Human	Stool	239.005	40	0239.005.001	239.005	806	ST-21 complex
17_8364	FNC	2017	43060	ON	Central	Human	Stool	239.005	40	0239.005.001	239.005	806	ST-21 complex
13_001361_0002	MBS	2013	41281	ON	Central	Chicken	Breast	238.002	38	0238.002.001	238.002	806	ST-21 complex
18_4256	FNC	2018	43258	AB	West	Human	Stool	239.005	40	0239.005.001	239.005	-	-
18_0757	FNC	2018	43132	ON	Central	Human	Stool	239.005	40	0239.005.002	239.005	806	ST-21 complex
18_0857	FNC	2018	Undefined	Undefined	Undefined	Undefined	Undefined	239.005	40	0239.005.002	239.005	806	ST-21 complex
18_3453	FNC	2018	43230	ON	Central	Human	Stool	239.005	40	0239.005.001	239.005	806	ST-21 complex
18_9764	FNC	2018	43425	AB	West	Human	Stool	239.005	40	0239.005.001	239.005	806	ST-21 complex
19_04707	FNC	2019	43622	AB	West	Human	Stool	239.005	40	0239.005.001	239.005	806	ST-21 complex
18_3934	FNC	2018	43250	AB	West	Human	Stool	239.005	39	0239.005.001	239.005	9111	ST-21 complex
18_7268	FNC	2018	43341	AB	West	Human	Stool	237.002	39	0237.002.002	237.002	-	-
18_6447	FNC	2018	43320	AB	West	Human	Stool	237.002	39	0237.002.001	237.002	806	ST-21 complex
08_2968	FNC	2008	39541	ON	Central	Cattle	Fecal	239.003	40	0239.003.001	239.003	806	ST-21 complex
00_2842	Walkerton	2000	Undefined	ON	Central	Human	Undefined	239.003	40	0239.003.001	239.003	806	ST-21 complex
00_6200	Walkerton	2000	Undefined	ON	Central	Human	Undefined	239.003	40	0239.003.001	239.003	806	ST-21 complex
17_2245	FNC	2017	42832	ON	Central	Human	Stool	695.006	40	0695.006.001	695.006	1244	ST-61 complex
18_1520	FNC	2018	43160	ON	Central	Human	Stool	695.006	40	0695.006.001	695.006	1244	ST-61 complex
07_5321	FNC	2007	39331	ON	Central	Human	Stool	695.006	40	0695.006.001	695.006	1244	ST-61 complex
18_2481	FNC	2018	43200	AB	West	Human	Stool	853.011	40	0853.011.001	853.011	934	ST-934
19_04708	FNC	2019	43622	AB	West	Human	Stool	853.011	40	0853.011.001	853.011	934	ST-934
18_3274	FNC	2018	43223	AB	West	Human	Stool	853.011	40	0853.011.001	853.011	934	ST-934
