id	Project	Year	Date.num	Province	Region	Source	Sample type	CGF	eCGF	eCGF_100	eCGF95	MLST-ST	MLST-CC
CA10SH18599003501	CIPARS	2018	43154	BC	West	Turkey	Fecal	611.003	39	0611.003.001	611.003	829	ST-828 complex
CA10SH18599027401	CIPARS	2018	43306	BC	West	Turkey	Fecal	611.003	39	0611.003.001	611.003	829	ST-828 complex
CA10SH18599026701	CIPARS	2018	43306	BC	West	Turkey	Fecal	611.003	39	0611.003.001	611.003	829	ST-828 complex
CA10SH18599011901	CIPARS	2018	43218	ON	Central	Turkey	Fecal	611.003	39	0611.003.001	611.003	829	ST-828 complex
CA10SH18599013201	CIPARS	2018	43221	AB	West	Turkey	Fecal	611.003	39	0611.003.001	611.003	829	ST-828 complex
CA10SH18599006701	CIPARS	2018	43168	BC	West	Turkey	Fecal	611.007	40	0611.007.005	611.007	829	ST-828 complex
CA10SH18599025901	CIPARS	2018	43306	BC	West	Turkey	Fecal	611.007	40	0611.007.005	611.007	829	ST-828 complex
CA10SH18599020101	CIPARS	2018	43278	BC	West	Turkey	Fecal	611.007	40	0611.007.005	611.007	829	ST-828 complex
CA10SH18599021101	CIPARS	2018	43285	ON	Central	Turkey	Fecal	611.007	40	0611.007.005	611.007	829	ST-828 complex
CA10SH18599008301	CIPARS	2018	43178	BC	West	Turkey	Fecal	611.007	40	0611.007.005	611.007	829	ST-828 complex
CA10SH18599009901	CIPARS	2018	43180	BC	West	Turkey	Fecal	611.007	40	0611.007.005	611.007	829	ST-828 complex
13_088155_0028	MBS	2013	41590	QC	East	Chicken	Fecal	633.006	39	0633.006.002	633.006	3262	ST-828 complex
17_1348	FNC	2017	42797	ON	Central	Human	Stool	633.006	38	0633.006.005	633.006	3262	ST-828 complex
13_024138_0013	MBS	2013	41390	ON	Central	Chicken	Breast	633.006	39	0633.006.002	633.006	3262	ST-828 complex
19_05889	FNC	2019	43660	QC	East	Human	Stool	636.001	40	0636.001.001	636.001	1614	ST-828 complex
13_021044_0021	MBS	2013	41347	ON	Central	Chicken	Thigh	633.006	39	0633.006.002	633.006	1614	ST-828 complex
13_024096_0038	MBS	2013	41390	ON	Central	Chicken	Thigh	633.006	39	0633.006.002	633.006	1614	ST-828 complex
13_012696_0026	MBS	2013	41318	ON	Central	Chicken	Breast	633.006	39	0633.006.002	633.006	1614	ST-828 complex
13_016545_0025	MBS	2013	41332	ON	Central	Chicken	Fecal	633.006	39	0633.006.002	633.006	1614	ST-828 complex
13_094772_0025	MBS	2013	41605	ON	Central	Chicken	Fecal	633.006	39	0633.006.002	633.006	1614	ST-828 complex
16_1832	FNC	2016	42436	ON	Central	Human	Stool	633.006	39	0633.006.002	633.006	1614	ST-828 complex
13_043601_0024	MBS	2013	41429	ON	Central	Chicken	Thigh	633.006	39	0633.006.002	633.006	1614	ST-828 complex
12_109608_0019	MBS	2012	41264	ON	Central	Chicken	Breast	634.009	40	0634.009.002	634.009	1614	ST-828 complex
13_088171_0024	MBS	2013	41597	ON	Central	Chicken	Breast	633.006	39	0633.006.002	633.006	1614	ST-828 complex
13_050502_0019	MBS	2013	41453	QC	East	Chicken	Fecal	633.004	40	0633.004.007	633.004	831	ST-828 complex
13_086318_0020	MBS	2013	41585	AB	West	Chicken	Fecal	633.004	40	0633.004.007	633.004	831	ST-828 complex
13_060215_0027	MBS	2013	41516	QC	East	Chicken	Breast	633.006	39	0633.006.005	633.006	831	ST-828 complex
13_053319_0021	MBS	2013	41463	QC	East	Chicken	Breast	633.004	40	0633.004.007	633.004	831	ST-828 complex
08_0087	FNC	2007	39266	ON	Central	Chicken	Undefined	633.004	40	0633.004.007	633.004	-	-
13_003767_0017	MBS	2013	Undefined	Undefined	Undefined	Chicken	Undefined	633.004	40	0633.004.007	633.004	-	-
CA10SH18520028101	CIPARS	2018	43325	ON	Central	Swine	Fecal	633.004	40	0633.004.007	633.004	-	-
13_074844_0023	MBS	2013	41537	Undefined	Central	Chicken	Fecal	633.006	39	0633.006.005	633.006	-	-
CA10SH18520013101	CIPARS	2018	43223	ON	Central	Swine	Fecal	611.006	39	0611.006.003	611.006	1134	ST-828 complex
CA10SH18520013001	CIPARS	2018	43223	ON	Central	Swine	Fecal	611.006	39	0611.006.003	611.006	1134	ST-828 complex
CA10SH18520012701	CIPARS	2018	43223	ON	Central	Swine	Fecal	Undefined	37	Undefined	Undefined	1134	ST-828 complex
18_10459	FNC	2018	43462	AB	West	Human	Stool	611.006	38	0611.006.003	611.006	1134	ST-828 complex
CA10SH18520021001	CIPARS	2018	43290	ON	Central	Swine	Fecal	611.006	38	0611.006.003	611.006	1134	ST-828 complex
18_9403	FNC	2018	43411	AB	West	Human	Stool	611.006	38	0611.006.003	611.006	1134	ST-828 complex
CA10SH18520002301	CIPARS	2018	43164	ON	Central	Swine	Fecal	611.006	39	0611.006.003	611.006	2508	ST-828 complex
06_1504	FNC	2005	38433	ON	Central	Swine	Undefined	611.006	39	0611.006.003	611.006	2508	ST-828 complex
CA10SH18520004601	CIPARS	2018	43171	ON	Central	Swine	Fecal	611.006	38	0611.006.003	611.006	1134	ST-828 complex
CA10SH18520021201	CIPARS	2018	43291	ON	Central	Swine	Fecal	611.006	39	0611.006.003	611.006	1134	ST-828 complex
CA10SH18520020001	CIPARS	2018	43285	AB	West	Swine	Fecal	611.006	38	0611.006.003	611.006	2508	ST-828 complex
CA10SH18520019901	CIPARS	2018	43285	AB	West	Swine	Fecal	615.001	38	0615.001.001	615.001	2508	ST-828 complex
CA10SH18520012801	CIPARS	2018	43223	ON	Central	Swine	Fecal	611.006	38	0611.006.003	611.006	1102	ST-1102
CA10SH18520001001	CIPARS	2018	43151	ON	Central	Swine	Fecal	633.014	38	0633.014.003	633.014	1439	ST-828 complex
13_072761_0013	MBS	2013	41530	QC	East	Chicken	Fecal	633.016	38	0633.016.002	633.016	1134	ST-828 complex
CA10SH18520013201	CIPARS	2018	43223	ON	Central	Swine	Fecal	611.006	39	0611.006.003	611.006	1102	ST-1102
18_8532	FNC	2018	43376	BC	West	Human	Stool	631.002	39	0631.002.001	631.002	-	-
18_7404	FNC	2018	43348	AB	West	Human	Stool	631.002	39	0631.002.001	631.002	3241	ST-828 complex
18_8537	FNC	2018	43376	BC	West	Human	Stool	631.002	39	0631.002.001	631.002	-	-
CA10SH18588003301	CIPARS	2018	43153	AB	West	Chicken	Fecal	611.003	39	0611.003.001	611.003	829	ST-828 complex
08_6533	FNC	2008	Undefined	Undefined	Undefined	Undefined	Undefined	611.007	40	0611.007.005	611.007	829	ST-828 complex
13_082198_0014	MBS	2013	41562	ON	Central	Chicken	Fecal	611.007	40	0611.007.005	611.007	829	ST-828 complex
18_2035	FNC	2018	43181	BC	West	Human	Stool	591.001	39	0591.001.003	591.001	899	ST-828 complex
CA10SH18588039301	CIPARS	2018	43299	AB	West	Chicken	Fecal	592.001	39	0592.001.002	592.001	899	ST-828 complex
CA10SH18588028101	CIPARS	2018	43251	AB	West	Chicken	Fecal	591.001	39	0591.001.003	591.001	899	ST-828 complex
CA10SH18599025301	CIPARS	2018	Undefined	BC	West	Turkey	Fecal	592.001	39	0592.001.002	592.001	899	ST-828 complex
18_6107	FNC	2018	43307	BC	West	Human	Stool	611.003	40	0611.003.004	611.003	-	-
CA10SH18588009301	CIPARS	2018	43160	BC	West	Chicken	Fecal	592.001	39	0592.001.002	592.001	899	ST-828 complex
18_6030	FNC	2018	43306	AB	West	Human	Stool	591.001	39	0591.001.003	591.001	899	ST-828 complex
13_016884_0021	MBS	2013	41361	AB	West	Chicken	Thigh	592.001	39	0592.001.002	592.001	899	ST-828 complex
13_018135_0009	MBS	2013	41340	AB	West	Chicken	Thigh	591.001	39	0591.001.003	591.001	899	ST-828 complex
08_6344	FNC	2008	Undefined	Undefined	Undefined	Undefined	Undefined	591.001	38	0591.001.003	591.001	-	-
13_029917_0012	MBS	2013	41411	AB	West	Chicken	Thigh	592.001	39	0592.001.002	592.001	899	ST-828 complex
CA10SH18588043801	CIPARS	2018	43364	AB	West	Chicken	Fecal	592.001	39	0592.001.002	592.001	899	ST-828 complex
CA10SH18599002401	CIPARS	2018	43130	BC	West	Turkey	Fecal	592.001	39	0592.001.002	592.001	899	ST-828 complex
CA10SH18588047401	CIPARS	2018	43378	BC	West	Chicken	Fecal	591.001	39	0591.001.003	591.001	899	ST-828 complex
CA10SH18599005701	CIPARS	2018	43159	ON	Central	Turkey	Fecal	591.001	39	0591.001.003	591.001	899	ST-828 complex
CA10SH18599005801	CIPARS	2018	43159	ON	Central	Turkey	Fecal	591.001	39	0591.001.003	591.001	899	ST-828 complex
CA10SH18588043901	CIPARS	2018	43364	AB	West	Chicken	Fecal	591.001	39	0591.001.003	591.001	899	ST-828 complex
CA10SH18588048101	CIPARS	2018	43381	BC	West	Chicken	Fecal	591.001	39	0591.001.003	591.001	899	ST-828 complex
CA10SH18599003301	CIPARS	2018	43154	BC	West	Turkey	Fecal	592.001	39	0592.001.002	592.001	899	ST-828 complex
13_088184_0009	MBS	2013	41597	Undefined	Central	Chicken	Breast	591.001	39	0591.001.003	591.001	829	ST-828 complex
13_013953_0043	MBS	2013	41324	Undefined	Central	Chicken	Thigh	633.006	39	0633.006.001	633.006	829	ST-828 complex
13_031396_0021	MBS	2013	41387	BC	West	Chicken	Fecal	633.006	39	0633.006.001	633.006	829	ST-828 complex
13_081560_0030	MBS	2013	41557	BC	West	Chicken	Breast	633.006	38	0633.006.001	633.006	829	ST-828 complex
13_004829_0012	MBS	2013	Undefined	Undefined	Undefined	Chicken	Undefined	633.006	39	0633.006.001	633.006	829	ST-828 complex
13_094320_0017	MBS	2013	41604	AB	West	Chicken	Fecal	636.001	40	0636.001.001	636.001	829	ST-828 complex
13_021044_0022	MBS	2013	41347	Undefined	Central	Chicken	Breast	633.006	39	0633.006.001	633.006	829	ST-828 complex
17_5265	FNC	2017	42944	ON	Central	Human	Stool	636.001	39	0636.001.001	636.001	829	ST-828 complex
19_04561	FNC	2019	43613	AB	West	Human	Stool	633.006	38	0633.006.001	633.006	829	ST-828 complex
13_100191_0016	MBS	2013	41624	Undefined	Central	Chicken	Thigh	636.001	40	0636.001.001	636.001	829	ST-828 complex
18_4965	FNC	2018	43285	AB	West	Human	Stool	633.006	39	0633.006.002	633.006	872	ST-828 complex
18_6106	FNC	2018	43307	BC	West	Human	Stool	633.006	40	0633.006.002	633.006	872	ST-828 complex
08_2639	FNC	2008	Undefined	Undefined	Undefined	Undefined	Undefined	602.003	38	0602.003.001	602.003	825	ST-828 complex
09_4829	FNC	2009	40067	ON	Central	Human	Stool	631.007	39	0631.007.001	631.007	860	ST-828 complex
06_3384	FNC	2006	38884	ON	Central	Human	Stool	Undefined	36	Undefined	Undefined	2174	ST-828 complex
06_3383	FNC	2006	38884	ON	Central	Human	Stool	631.007	39	0631.007.001	631.007	860	ST-828 complex
17_3353	FNC	2017	42873	ON	Central	Human	Stool	Undefined	37	Undefined	Undefined	830	ST-828 complex
08_8791	FNC	2008	39801	ON	Central	Human	Stool	633.018	39	0633.018.003	633.018	1055	ST-828 complex
19_04694	FNC	2019	43618	AB	West	Human	Stool	636.001	40	0636.001.015	636.001	860	ST-828 complex
13_058988_0019	MBS	2013	41511	ON	Central	Chicken	Thigh	633.006	39	0633.006.001	633.006	1173	ST-828 complex
13_058988_0018	MBS	2013	41511	ON	Central	Chicken	Breast	633.006	39	0633.006.001	633.006	1173	ST-828 complex
13_058877_0016	MBS	2013	41511	ON	Central	Chicken	Fecal	633.006	39	0633.006.001	633.006	1173	ST-828 complex
13_074844_0016	MBS	2013	41537	ON	Central	Chicken	Fecal	633.006	39	0633.006.001	633.006	1173	ST-828 complex
13_051091_0023	MBS	2013	41458	Undefined	Atlantic	Chicken	Fecal	633.006	39	0633.006.001	633.006	1173	ST-828 complex
13_085760_0008	MBS	2013	41575	ON	Central	Chicken	Breast	636.001	39	0636.001.001	636.001	1173	ST-828 complex
13_004224_0016	MBS	2013	41289	ON	Central	Chicken	Breast	636.001	39	0636.001.001	636.001	1173	ST-828 complex
13_028416_0015	MBS	2013	41375	ON	Central	Chicken	Fecal	633.006	38	0633.006.001	633.006	1173	ST-828 complex
08_1708	FNC	2007	39335	ON	Central	Chicken	Undefined	633.018	38	0633.018.003	633.018	829	ST-828 complex
00_2575	Walkerton	2000	Undefined	ON	Central	Human	Undefined	631.002	39	0631.002.001	631.002	-	-
06_2876	FNC	2005	38677	ON	Central	Chicken	Undefined	633.004	40	0633.004.002	633.004	825	ST-828 complex
13_072763_0016	MBS	2013	41529	ON	Central	Chicken	Breast	636.001	39	0636.001.001	636.001	-	-
13_071957_0012	MBS	2013	41528	QC	East	Chicken	Breast	633.006	38	0633.006.002	633.006	829	ST-828 complex
13_079203_0007	MBS	2013	41558	QC	East	Chicken	Breast	636.001	39	0636.001.001	636.001	829	ST-828 complex
19_06021	FNC	2019	43675	AB	West	Human	Stool	633.006	39	0633.006.005	633.006	829	ST-828 complex
18_4966	FNC	2018	43285	AB	West	Human	Stool	636.001	39	0636.001.001	636.001	829	ST-828 complex
18_8840	FNC	2018	43389	AB	West	Human	Stool	633.005	39	0633.005.004	633.005	829	ST-828 complex
13_030281_0009	MBS	2013	41380	BC	West	Chicken	Carcass	633.005	39	0633.005.001	633.005	1629	ST-828 complex
13_052928_0017	MBS	2013	41464	BC	West	Chicken	Carcass	633.005	39	0633.005.001	633.005	1629	ST-828 complex
13_048032_0020	MBS	2013	41474	BC	West	Chicken	Breast	633.005	39	0633.005.001	633.005	1629	ST-828 complex
13_081560_0034	MBS	2013	41557	BC	West	Chicken	Breast	633.005	40	0633.005.001	633.005	1629	ST-828 complex
13_017634_0008	MBS	2013	41337	BC	West	Chicken	Carcass	633.005	40	0633.005.001	633.005	1629	ST-828 complex
13_030260_0017	MBS	2013	41382	BC	West	Chicken	Fecal	633.005	38	0633.005.001	633.005	1629	ST-828 complex
CA10SH18588044501	CIPARS	2018	43368	AB	West	Chicken	Fecal	633.004	40	0633.004.002	633.004	1175	ST-828 complex
CA10SH18599023701	CIPARS	2018	43297	BC	West	Turkey	Fecal	633.006	40	0633.006.001	633.006	1175	ST-828 complex
13_063992_0037	MBS	2013	41499	Undefined	Central	Chicken	Fecal	633.004	40	0633.004.002	633.004	894	ST-828 complex
13_076612_0013	MBS	2013	41551	ON	Central	Chicken	Breast	633.006	40	0633.006.001	633.006	1175	ST-828 complex
17_7128	FNC	2017	43007	ON	Central	Human	Stool	633.006	40	0633.006.001	633.006	1646	ST-828 complex
13_049084_0007	MBS	2013	41479	BC	West	Chicken	Fecal	633.005	40	0633.005.001	633.005	1629	ST-828 complex
13_090984_0017	MBS	2013	41592	BC	West	Chicken	Fecal	633.005	39	0633.005.001	633.005	1629	ST-828 complex
13_090661_0027	MBS	2013	41598	BC	West	Chicken	Breast	633.005	39	0633.005.001	633.005	1629	ST-828 complex
13_090637_0020	MBS	2013	41598	BC	West	Chicken	Fecal	633.005	39	0633.005.001	633.005	1629	ST-828 complex
13_079145_0018	MBS	2013	41551	BC	West	Chicken	Carcass	611.007	39	0611.007.002	611.007	1629	ST-828 complex
12_107177_0012	MBS	2012	41254	AB	West	Chicken	Carcass	633.014	40	0633.014.001	633.014	1629	ST-828 complex
13_076204_0026	MBS	2013	41558	AB	West	Chicken	Breast	633.015	40	0633.015.002	633.015	1629	ST-828 complex
13_076079_0024	MBS	2013	41542	AB	West	Chicken	Fecal	633.014	40	0633.014.001	633.014	1629	ST-828 complex
07_0362	FNC	2007	Undefined	Undefined	Undefined	Undefined	Undefined	633.014	40	0633.014.001	633.014	1629	ST-828 complex
13_074534_0006	MBS	2013	41535	QC	East	Chicken	Carcass	633.015	39	0633.015.002	633.015	1629	ST-828 complex
CA10SH18520028001	CIPARS	2018	43325	ON	Central	Swine	Fecal	633.015	40	0633.015.002	633.015	1629	ST-828 complex
12_107154_0030	MBS	2012	41263	Undefined	Undefined	Chicken	Fecal	633.014	40	0633.014.001	633.014	1629	ST-828 complex
13_047516_0017	MBS	2013	41443	BC	West	Chicken	Fecal	633.014	40	0633.014.001	633.014	1629	ST-828 complex
13_047528_0017	MBS	2013	41443	BC	West	Chicken	Carcass	633.014	40	0633.014.001	633.014	1629	ST-828 complex
13_086318_0018	MBS	2013	41577	ON	Central	Chicken	Thigh	633.015	40	0633.015.002	633.015	1629	ST-828 complex
13_074525_0019	MBS	2013	41535	BC	West	Chicken	Breast	633.015	40	0633.015.002	633.015	1629	ST-828 complex
13_064884_0032	MBS	2013	41500	Undefined	Central	Chicken	Thigh	633.014	39	0633.014.003	633.014	1629	ST-828 complex
13_045245_0019	MBS	2013	41436	BC	West	Chicken	Fecal	633.014	40	0633.014.001	633.014	-	-
13_076079_0030	MBS	2013	41542	BC	West	Chicken	Fecal	633.015	40	0633.015.002	633.015	1629	ST-828 complex
13_078767_0016	MBS	2013	41558	BC	West	Chicken	Breast	633.014	40	0633.014.001	633.014	1629	ST-828 complex
13_090984_0016	MBS	2013	41592	BC	West	Chicken	Fecal	633.015	40	0633.015.002	633.015	-	-
13_080523_0027	MBS	2013	41556	BC	West	Chicken	Fecal	633.014	40	0633.014.001	633.014	1629	ST-828 complex
13_043601_0022	MBS	2013	41430	BC	West	Chicken	Breast	633.014	40	0633.014.001	633.014	1629	ST-828 complex
13_092737_0018	MBS	2013	41598	BC	West	Chicken	Breast	633.004	40	0633.004.007	633.004	1082	ST-828 complex
12_107548_0020	MBS	2012	41256	BC	West	Chicken	Fecal	633.006	40	0633.006.002	633.006	1082	ST-828 complex
13_009755_0022	MBS	2013	41309	BC	West	Chicken	Fecal	633.004	40	0633.004.007	633.004	1082	ST-828 complex
13_016090_0014	MBS	2013	41331	BC	West	Chicken	Fecal	633.006	40	0633.006.002	633.006	1082	ST-828 complex
06_7865	FNC	2006	39080	ON	Central	Human	Stool	633.006	40	0633.006.002	633.006	1082	ST-828 complex
08_0513	FNC	2008	39479	ON	Central	Human	Stool	633.006	40	0633.006.002	633.006	1082	ST-828 complex
13_074534_0007	MBS	2013	41536	QC	East	Chicken	Breast	633.006	40	0633.006.002	633.006	1082	ST-828 complex
13_082236_0018	MBS	2013	41562	BC	West	Chicken	Breast	633.004	40	0633.004.007	633.004	-	-
13_012276_0018	MBS	2013	41317	BC	West	Chicken	Carcass	633.014	40	0633.014.001	633.014	1629	ST-828 complex
13_082760_0035	MBS	2013	41563	BC	West	Chicken	Breast	633.005	40	0633.005.004	633.005	860	ST-828 complex
13_098640_0017	MBS	2013	41619	BC	West	Chicken	Breast	633.005	40	0633.005.004	633.005	860	ST-828 complex
12_097455_0028	MBS	2012	41233	Undefined	Undefined	Chicken	Fecal	633.005	40	0633.005.004	633.005	-	-
06_7512	FNC	2006	39050	ON	Central	Human	Stool	631.002	39	0631.002.005	631.002	1586	ST-828 complex
18_10402	FNC	2018	43455	ON	Central	Human	Stool	592.001	39	0592.001.002	592.001	828	ST-828 complex
08_2981	FNC	2007	39245	ON	Central	Cattle	Undefined	609.015	38	0609.015.002	609.015	1068	ST-828 complex
06_6551	FNC	2006	38881	ON	Central	Cattle	Undefined	Undefined	37	Undefined	Undefined	1068	ST-828 complex
08_2978	FNC	2007	39245	ON	Central	Cattle	Undefined	609.015	39	0609.015.002	609.015	1068	ST-828 complex
08_2982	FNC	2007	39245	ON	Central	Cattle	Undefined	609.015	39	0609.015.002	609.015	1068	ST-828 complex
08_2979	FNC	2007	39245	ON	Central	Cattle	Undefined	609.015	39	0609.015.002	609.015	1068	ST-828 complex
13_081574_0020	MBS	2013	41557	ON	Central	Chicken	Carcass	609.015	38	0609.015.002	609.015	1068	ST-828 complex
13_081560_0033	MBS	2013	41557	ON	Central	Chicken	Breast	609.015	38	0609.015.002	609.015	1068	ST-828 complex
08_0085	FNC	2007	39258	ON	Central	Chicken	Undefined	609.015	39	0609.015.002	609.015	1068	ST-828 complex
06_4634	FNC	2006	38939	ON	Central	Human	Stool	609.015	39	0609.015.002	609.015	1068	ST-828 complex
13_078165_0018	MBS	2013	41549	AB	West	Chicken	Fecal	609.015	38	0609.015.002	609.015	1068	ST-828 complex
13_094772_0023	MBS	2013	41605	AB	West	Chicken	Fecal	609.015	38	0609.015.002	609.015	1068	ST-828 complex
19_06618	FNC	2019	43697	AB	West	Human	Stool	609.015	39	0609.015.002	609.015	1068	ST-828 complex
18_4150	FNC	2018	43257	AB	West	Human	Stool	609.015	39	0609.015.002	609.015	1068	ST-828 complex
08_2963	FNC	2007	39139	ON	Central	Cattle	Fecal	609.015	39	0609.015.002	609.015	1068	ST-828 complex
18_6093	FNC	2018	43307	BC	West	Human	Stool	609.015	39	0609.015.002	609.015	1068	ST-828 complex
13_091087_0019	MBS	2013	41592	ON	Central	Chicken	Thigh	609.015	38	0609.015.002	609.015	1068	ST-828 complex
17_7652	FNC	2017	43028	ON	Central	Human	Stool	609.003	38	0609.003.001	609.003	1068	ST-828 complex
17_7653	FNC	2017	43028	ON	Central	Human	Stool	609.003	38	0609.003.001	609.003	1068	ST-828 complex
18_3510	FNC	2018	43235	AB	West	Human	Stool	609.015	38	0609.015.002	609.015	1068	ST-828 complex
19_05711	FNC	2019	43666	AB	West	Human	Stool	609.003	38	0609.003.001	609.003	1068	ST-828 complex
13_007132_0006	MBS	2013	41328	QC	East	Chicken	Carcass	609.015	39	0609.015.002	609.015	1068	ST-828 complex
07_0672	FNC	2007	39134	ON	Central	Human	Stool	609.015	39	0609.015.002	609.015	1068	ST-828 complex
00_2840	Walkerton	2000	Undefined	ON	Central	Human	Undefined	609.015	39	0609.015.002	609.015	1068	ST-828 complex
CA10SH18588044801	CIPARS	2018	43368	AB	West	Chicken	Fecal	636.003	38	0636.003.001	636.003	902	ST-828 complex
CA10SH18588042001	CIPARS	2018	43340	BC	West	Chicken	Fecal	636.003	39	0636.003.001	636.003	902	ST-828 complex
CA10SH18599002201	CIPARS	2018	43130	BC	West	Turkey	Fecal	636.003	38	0636.003.001	636.003	902	ST-828 complex
CA10SH18599005501	CIPARS	2018	43159	ON	Central	Turkey	Fecal	636.003	39	0636.003.001	636.003	902	ST-828 complex
CA10SH18599007501	CIPARS	2018	43172	ON	Central	Turkey	Fecal	636.003	38	0636.003.001	636.003	902	ST-828 complex
CA10SH18599009501	CIPARS	2018	43186	ON	Central	Turkey	Fecal	636.003	38	0636.003.001	636.003	902	ST-828 complex
18_8805	FNC	2018	43386	ON	Central	Human	Stool	636.003	38	0636.003.001	636.003	902	ST-828 complex
13_023676_0027	MBS	2013	41389	ON	Central	Chicken	Thigh	Undefined	37	Undefined	Undefined	828	ST-828 complex
13_026116_0008	MBS	2013	41367	ON	Central	Chicken	Thigh	636.003	38	0636.003.001	636.003	828	ST-828 complex
19_06485	FNC	2019	43691	AB	West	Human	Stool	633.018	38	0633.018.005	633.018	828	ST-828 complex
13_023650_0032	MBS	2013	41358	ON	Central	Chicken	Fecal	Undefined	37	Undefined	Undefined	828	ST-828 complex
18_7712	FNC	2018	43354	AB	West	Human	Stool	636.003	38	0636.003.001	636.003	902	ST-828 complex
08_4694	FNC	2008	39637	ON	Central	Human	Stool	609.015	39	0609.015.002	609.015	3902	ST-828 complex
08_2975	FNC	2008	39583	ON	Central	Cattle	Fecal	Undefined	37	Undefined	Undefined	1068	ST-828 complex
18_4473	FNC	2018	43266	AB	West	Human	Stool	609.015	38	0609.015.002	609.015	1068	ST-828 complex
08_2974	FNC	2008	39576	ON	Central	Cattle	Fecal	Undefined	37	Undefined	Undefined	1068	ST-828 complex
07_7326	FNC	2007	39237	ON	Central	Chicken	Undefined	609.015	39	0609.015.002	609.015	1068	ST-828 complex
08_2980	FNC	2007	39245	ON	Central	Cattle	Undefined	Undefined	37	Undefined	Undefined	1068	ST-828 complex
09_3878	FNC	2009	40016	ON	Central	Human	Stool	609.015	38	0609.015.002	609.015	1068	ST-828 complex
13_008404_0013	MBS	2013	41303	ON	Central	Chicken	Fecal	609.015	38	0609.015.002	609.015	1068	ST-828 complex
08_6517	FNC	2008	39689	ON	Central	Human	Undefined	609.015	38	0609.015.002	609.015	1068	ST-828 complex
13_034135_0017	MBS	2013	41396	AB	West	Chicken	Fecal	609.015	38	0609.015.002	609.015	1068	ST-828 complex
00_2844	Walkerton	2000	Undefined	ON	Central	Human	Undefined	609.015	38	0609.015.002	609.015	1068	ST-828 complex
17_6478	FNC	2017	42986	ON	Central	Human	Stool	633.018	38	0633.018.002	633.018	1068	ST-828 complex
18_3358	FNC	2018	43228	AB	West	Human	Stool	Undefined	37	Undefined	Undefined	1068	ST-828 complex
06_1503	FNC	2005	38434	ON	Central	Swine	Undefined	591.003	38	0591.003.003	591.003	2509	ST-828 complex
18_10456	FNC	2018	43462	AB	West	Human	Stool	609.015	39	0609.015.002	609.015	2509	ST-828 complex
CA10SH18520031001	CIPARS	2018	43341	ON	Central	Swine	Fecal	633.018	38	0633.018.001	633.018	1113	ST-828 complex
CA10SH18520001301	CIPARS	2018	43150	ON	Central	Swine	Fecal	602.003	38	0602.003.002	602.003	1117	ST-828 complex
13_039392_0019	MBS	2013	41417	Undefined	Central	Chicken	Fecal	636.001	39	0636.001.001	636.001	830	ST-828 complex
13_088171_0025	MBS	2013	41597	ON	Central	Chicken	Breast	636.001	39	0636.001.001	636.001	830	ST-828 complex
13_035989_0013	MBS	2013	41404	ON	Central	Chicken	Thigh	636.001	38	0636.001.001	636.001	830	ST-828 complex
13_088171_0022	MBS	2013	41597	Undefined	Central	Chicken	Carcass	636.001	39	0636.001.001	636.001	966	ST-828 complex
13_005803_0022	MBS	2013	41295	Undefined	Central	Chicken	Fecal	636.001	39	0636.001.001	636.001	830	ST-828 complex
13_024092_0018	MBS	2013	41390	Undefined	Central	Chicken	Fecal	636.001	39	0636.001.001	636.001	830	ST-828 complex
07_4796	FNC	2007	39316	ON	Central	Human	Stool	636.001	39	0636.001.001	636.001	966	ST-828 complex
08_0081	FNC	2007	39251	ON	Central	Chicken	Undefined	633.014	38	0633.014.003	633.014	-	-
CA10SH18520020301	CIPARS	2018	43285	AB	West	Swine	Fecal	633.014	39	0633.014.003	633.014	830	ST-828 complex
13_077004_0025	MBS	2013	41544	QC	East	Chicken	Breast	636.001	39	0636.001.001	636.001	1063	ST-828 complex
13_077004_0024	MBS	2013	41544	QC	East	Chicken	Breast	633.006	39	0633.006.002	633.006	1063	ST-828 complex
13_073615_0005	MBS	2013	41533	QC	East	Chicken	Breast	633.006	39	0633.006.002	633.006	1063	ST-828 complex
13_086169_0002	MBS	2013	41576	ON	Central	Chicken	Breast	633.006	39	0633.006.002	633.006	1119	ST-828 complex
13_049113_0003	MBS	2013	41479	ON	Central	Chicken	Breast	633.006	39	0633.006.002	633.006	1119	ST-828 complex
13_074943_0020	MBS	2013	41537	QC	East	Chicken	Breast	633.006	39	0633.006.002	633.006	1119	ST-828 complex
13_032978_0011	MBS	2013	41423	ON	Central	Chicken	Breast	611.003	38	0611.003.001	611.003	1119	ST-828 complex
13_041902_0009	MBS	2013	41424	QC	East	Chicken	Breast	636.001	39	0636.001.001	636.001	1119	ST-828 complex
13_030314_0010	MBS	2013	41382	ON	Central	Chicken	Breast	633.004	40	0633.004.007	633.004	1063	ST-828 complex
13_015548_0009	MBS	2013	41358	QC	East	Chicken	Breast	633.006	39	0633.006.002	633.006	1119	ST-828 complex
CA10SH18599012001	CIPARS	2018	43218	ON	Central	Turkey	Fecal	633.006	39	0633.006.002	633.006	1182	ST-828 complex
CA10SH18599020201	CIPARS	2018	43278	BC	West	Turkey	Fecal	633.006	39	0633.006.002	633.006	1182	ST-828 complex
CA10SH18599010001	CIPARS	2018	43180	BC	West	Turkey	Fecal	636.001	39	0636.001.001	636.001	1182	ST-828 complex
